Symbol,Series,Security Name,Band,Remarks
ATLANTA,EQ,ATLANTA  LIMITED,5,"-"
AURDIS,SM,AURANGABAD DISTILLERY LIMITED,5,"-"
AURIONPRO,EQ,AURIONPRO SOLUTIONS LIMITED,5,"-"
AURUM,EQ,AURUM PROPTECH LIMITED,5,"-"
AVG,SM,AVG LOGISTICS LIMITED,5,"-"
AVROIND,SM,AVRO INDIA LIMITED,5,"-"
AVSL,SM,AVSL INDUSTRIES LIMITED,5,"-"
AXISCADES,BE,AXISCADES TECHNOLOGIES LIMITED,5,"-"
BAFNAPH,EQ,BAFNA PHARMACEUTICALS LIMITED,5,"-"
BAGFILMS,BE,B.A.G FILMS AND MEDIA LIMITED,5,"-"
BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LIMITED,5,"-"
BALKRISHNA,EQ,BALKRISHNA PAPER MILLS LIMITED,5,"-"
BANG,EQ,BANG OVERSEAS LIMITED,5,"-"
BARTRONICS,BZ,BARTRONICS INDIA LIMITED,5,"-"
BBTCL,SM,B&B TRIPLEWALL CONTAINERS LIMITED,5,"-"
BCG,BE,BRIGHTCOM GROUP LIMITED,5,"-"
BCLIND,BE,BCL INDUSTRIES LIMITED,5,"-"
BCONCEPTS,SM,BRAND CONCEPTS LIMITED,5,"-"
BCP,EQ,B.C. POWER CONTROLS LTD,5,"-"
BDR,IT,BDR BUILDCON LIMITED,5,"-"
BEARDSELL,EQ,BEARDSELL LIMITED,5,"-"
BEDMUTHA,EQ,BEDMUTHA INDUSTRIES LIMITED,5,"-"
BEWLTD,SM,BEW ENGINEERING LIMITED,5,"-"
BHANDARI,BE,BHANDARI HOSIERY EXPORTS LIMITED,5,"-"
BIGBLOC,EQ,BIGBLOC CONSTRUCTION LIMITED,5,"-"
BKMINDST,BZ,BKM INDUSTRIES LIMITED,5,"-"
BLBLIMITED,BE,BLB LIMITED,5,"-"
BLKASHYAP,EQ,B. L. KASHYAP AND SONS LIMITED,5,"-"
BLS,BE,BLS INTERNATIONAL SERVICES LIMITED,5,"-"
BOROLTD,BE,BOROSIL LIMITED,5,"-"
BORORENEW,EQ,BOROSIL RENEWABLES LIMITED,5,"-"
BPL,EQ,BPL LIMITED,5,"-"
BRFL,BZ,BOMBAY RAYON FASHIONS LIMITED,5,"-"
BRIGHT,SM,BRIGHT SOLAR LIMITED,5,"-"
BSL,EQ,BSL LIMITED,5,"-"
BTML,SM,BODHI TREE MULTIMEDIA LIMITED,5,"-"
BURNPUR,BE,BURNPUR CEMENT LIMITED,5,"-"
BUTTERFLY,EQ,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,5,"-"
BVCL,BE,BARAK VALLEY CEMENTS LIMITED,5,"-"
CADSYS,SM,CADSYS (INDIA) LIMITED,5,"-"
CALSOFT,EQ,CALIFORNIA SOFTWARE COMPANY LIMITED,5,"-"
CANDC,BZ,C & C CONSTRUCTIONS LIMITED,5,"GSM Stage - 0"
CANTABIL,EQ,CANTABIL RETAIL INDIA LIMITED,5,"-"
CCCL,BE,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,5,"-"
CCHHL,BE,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,5,"-"
CEBBCO,EQ,COMMERCIAL ENGINEERS & BODY BUILDERS CO LIMITED,5,"-"
CELEBRITY,BE,CELEBRITY FASHIONS LIMITED,5,"-"
CENTEXT,EQ,CENTURY EXTRUSIONS LIMITED,5,"-"
CGPOWER,EQ,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,5,"-"
CINELINE,EQ,CINELINE INDIA LIMITED,5,"-"
CINEVISTA,EQ,CINEVISTA LIMITED,5,"-"
CLEDUCATE,EQ,CL EDUCATE LIMITED,5,"-"
CMMIPL,SM,CMM INFRAPROJECTS LIMITED,5,"-"
COMPUSOFT,EQ,COMPUCOM SOFTWARE LIMITED,5,"-"
CONTI,SM,CONTINENTAL SEEDS AND CHEMICALS LIMITED,5,"-"
COUNCODOS,BE,COUNTRY CONDO'S LIMITED,5,"-"
COX&KINGS,BZ,COX & KINGS LIMITED,5,"GSM Stage - 0"
CREATIVE,EQ,CREATIVE NEWTECH LIMITED,5,"-"
CREATIVEYE,EQ,CREATIVE EYE LIMITED,5,"-"
CREST,BE,CREST VENTURES LIMITED,5,"-"
CROWN,SM,CROWN LIFTERS LIMITED,5,"-"
CUBEXTUB,EQ,CUBEX TUBINGS LIMITED,5,"-"
CYBERMEDIA,EQ,CYBER MEDIA (INDIA) LIMITED,5,"-"
DBREALTY,BE,D B REALTY LIMITED,5,"-"
DBSTOCKBRO,BE,DB (INTERNATIONAL) STOCK BROKERS LIMITED,5,"-"
DCM,EQ,DCM  LIMITED,5,"-"
DCMFINSERV,BE,DCM FINANCIAL SERVICES LIMITED,5,"GSM Stage - II"
DCMNVL,EQ,DCM NOUVELLE LIMITED,5,"-"
DCW,EQ,DCW LIMITED,5,"-"
DENORA,BE,DE NORA INDIA LIMITED,5,"-"
DGCONTENT,EQ,DIGICONTENT LIMITED,5,"GSM Stage - I"
DHRUV,EQ,DHRUV CONSULTANCY SERVICES LIMITED,5,"-"
DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LIMITED,5,"-"
DIGJAMLMTD,EQ,DIGJAM LIMITED,5,"-"
DISHTV,EQ,DISH TV INDIA LIMITED,5,"-"
DNAMEDIA,BE,DILIGENT MEDIA CORPORATION LIMITED,5,"GSM Stage - II"
DONEAR,EQ,DONEAR INDUSTRIES LIMITED,5,"-"
DPSCLTD,EQ,DPSC LIMITED,5,"-"
DRCSYSTEMS,BE,DRC SYSTEMS INDIA LIMITED,5,"GSM Stage - II"
DRL,SM,DHANUKA REALTY LIMITED,5,"-"
DSML,SM,DEBOCK SALES AND MARKETING LIMITED,5,"-"
DUCON,BE,DUCON INFRATECHNOLOGIES LIMITED,5,"-"
DUDIGITAL,SM,DU DIGITAL TECHNOLOGIES LIMITED,5,"-"
DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES LIMITED,5,"-"
E2E,SM,E2E NETWORKS LIMITED,5,"-"
EASEMYTRIP,EQ,EASY TRIP PLANNERS LIMITED,5,"-"
EASTSILK,BE,EASTERN SILK INDUSTRIES LIMITED,5,"-"
EDUCOMP,BZ,EDUCOMP SOLUTIONS LIMITED,5,"GSM Stage - 0"
EIFFL,EQ,EURO INDIA FRESH FOODS LIMITED,5,"-"
EKC,EQ,EVEREST KANTO CYLINDER LIMITED,5,"-"
EMAMIREAL,BE,EMAMI REALTY LIMITED,5,"-"
EMKAYTOOLS,SM,EMKAY TAPS AND CUTTING TOOLS LIMITED,5,"-"
ENERGYDEV,BE,ENERGY DEVELOPMENT COMPANY LIMITED,5,"-"
EQUIPPP,EQ,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,5,"GSM Stage - 0"
EROSMEDIA,EQ,EROS INTERNATIONAL MEDIA LIMITED,5,"-"
EUROBOND,ST,EURO PANEL PRODUCTS LIMITED,5,"-"
EXCEL,BE,EXCEL REALTY N INFRA LIMITED,5,"-"
FCSSOFT,BE,FCS SOFTWARE SOLUTIONS LIMITED,5,"-"
FELIX,SM,FELIX INDUSTRIES LIMITED,5,"-"
FLEXITUFF,EQ,FLEXITUFF VENTURES INTERNATIONAL LIMITED,5,"-"
FMNL,EQ,FUTURE MARKET NETWORKS LIMITED,5,"-"
FOCE,ST,FOCE INDIA LIMITED,5,"-"
FOCUS,EQ,FOCUS LIGHTING AND FIXTURES LIMITED,5,"-"
GAL,BE,GYSCOAL ALLOYS LIMITED,5,"-"
GANESHHOUC,EQ,GANESH HOUSING CORPORATION LIMITED,5,"-"
GENESYS,EQ,GENESYS INTERNATIONAL CORPORATION LIMITED,5,"-"
GFSTEELS,BE,GRAND FOUNDRY LIMITED,5,"GSM Stage - II"
GICL,SM,GLOBE INTERNATIONAL CARRIERS LIMITED,5,"-"
GILLANDERS,EQ,GILLANDERS ARBUTHNOT & COMPANY LIMITED,5,"-"
GIRIRAJ,SM,GIRIRAJ CIVIL DEVELOPERS LIMITED,5,"-"
GIRRESORTS,IT,GIR NATUREVIEW RESORTS LIMITED,5,"-"
GLOBALVECT,BE,GLOBAL VECTRA HELICORP LIMITED,5,"-"
GODHA,EQ,GODHA CABCON & INSULATION LIMITED,5,"-"
GOENKA,BZ,GOENKA DIAMOND AND JEWELS LIMITED,5,"-"
GOKULAGRO,EQ,GOKUL AGRO RESOURCES LIMITED,5,"-"
GOLDENTOBC,EQ,GOLDEN TOBACCO LIMITED,5,"-"
GOLDSTAR,SM,GOLDSTAR POWER LIMITED,5,"-"
GOLDTECH,BE,GOLDSTONE TECHNOLOGIES LIMITED,5,"-"
GOODLUCK,EQ,GOODLUCK INDIA LIMITED,5,"-"
GREENPOWER,BE,ORIENT GREEN POWER COMPANY LIMITED,5,"-"
GRETEX,SM,GRETEX INDUSTRIES LIMITED,5,"-"
GSS,BE,GSS INFOTECH LIMITED,5,"-"
GTL,EQ,GTL LIMITED,5,"-"
GTLINFRA,BE,GTL INFRASTRUCTURE LIMITED,5,"-"
GTNTEX,BE,GTN TEXTILES LIMITED,5,"-"
GUJNRECOKE,W1,GUJARAT NRE COKE LIMITED,5,"-"
GUJRAFFIA,BE,GUJARAT RAFFIA INDUSTRIES LIMITED,5,"-"
GULPOLY,EQ,GULSHAN POLYOLS LIMITED,5,"-"
HAPPSTMNDS,EQ,HAPPIEST MINDS TECHNOLOGIES LIMITED,5,"-"
HAVISHA,BE,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,5,"-"
HBSL,EQ,HB STOCKHOLDINGS LIMITED,5,"-"
HCC,EQ,HINDUSTAN CONSTRUCTION COMPANY LIMITED,5,"-"
HCL-INSYS,EQ,HCL INFOSYSTEMS LIMITED,5,"-"
HDIL,BZ,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,5,"GSM Stage - 0"
HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,5,"-"
HEXATRADEX,EQ,HEXA TRADEX LIMITED,5,"-"
HILTON,EQ,HILTON METAL FORGING LIMITED,5,"-"
HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,5,"-"
HIRECT,BE,HIND RECTIFIERS LIMITED,5,"-"
HLVLTD,BE,HLV LIMITED,5,"-"
HMT,BZ,HMT LIMITED,5,"-"
HOVS,EQ,HOV SERVICES LIMITED,5,"-"
HPAL,BE,HP ADHESIVES LIMITED,5,"-"
HPIL,SM,HINDPRAKASH INDUSTRIES LIMITED,5,"-"
HUBTOWN,BE,HUBTOWN LIMITED,5,"-"
ICDSLTD,BE,ICDS LIMITED,5,"-"
IIFL,EQ,IIFL FINANCE LIMITED,5,"-"
IITL,EQ,INDUSTRIAL INVESTMENT TRUST LIMITED,5,"-"
IL&FSENGG,BZ,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,5,"-"
IL&FSTRANS,BZ,IL&FS TRANSPORTATION NETWORKS LIMITED,5,"GSM Stage - 0"
IMAGICAA,EQ,IMAGICAAWORLD ENTERTAINMENT LIMITED,5,"-"
INDIANCARD,EQ,INDIAN CARD CLOTHING COMPANY LIMITED,5,"-"
INDLMETER,BE,IMP POWERS LIMITED,5,"-"
INDOSOLAR,BZ,INDOSOLAR LIMITED,5,"GSM Stage - II"
INDOTHAI,BE,INDO THAI SECURITIES LIMITED,5,"-"
INDOWIND,BE,INDOWIND ENERGY LIMITED,5,"-"
INDSWFTLTD,EQ,IND-SWIFT LIMITED,5,"-"
INFOBEAN,EQ,INFOBEANS TECHNO. LTD.,5,"-"
INNOVANA,SM,INNOVANA THINKLABS LIMITED,5,"-"
INNOVATIVE,SM,INNOVATIVE TYRES AND TUBES LIMITED,5,"-"
INSPIRISYS,BE,INSPIRISYS SOLUTIONS LIMITED,5,"GSM Stage - I"
IRB,EQ,IRB INFRASTRUCTURE DEVELOPERS LIMITED,5,"-"
ISFT,EQ,INTRASOFT TECHNOLOGIES LIMITED,5,"-"
ISMTLTD,BE,ISMT LIMITED,5,"-"
IVC,BE,IL&FS INVESTMENT MANAGERS LIMITED,5,"-"
IWEL,BE,INOX WIND ENERGY LIMITED,5,"-"
IZMO,EQ,IZMO LIMITED,5,"-"
JAINSTUDIO,BZ,JAIN STUDIOS LIMITED,5,"GSM Stage - 0"
JAIPURKURT,EQ,NANDANI CREATION LIMITED,5,"-"
JALAN,SM,JALAN TRANSOLUTIONS (INDIA) LIMITED,5,"-"
JAYNECOIND,BE,JAYASWAL NECO INDUSTRIES LIMITED,5,"-"
JBFIND,BE,JBF INDUSTRIES LIMITED,5,"-"
JETAIRWAYS,BZ,JET AIRWAYS (INDIA) LIMITED,5,"-"
JETFREIGHT,EQ,JET FREIGHT LOGISTICS LIMITED,5,"-"
JETKNIT,SM,JET KNITWEARS LIMITED,5,"-"
JINDALPHOT,EQ,JINDAL PHOTO LIMITED,5,"-"
JISLDVREQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,5,"-"
JITFINFRA,BE,JITF INFRALOGISTICS LIMITED,5,"-"
JPASSOCIAT,EQ,JAIPRAKASH ASSOCIATES LIMITED,5,"-"
JPINFRATEC,EQ,JAYPEE INFRATECH LIMITED,5,"-"
JPOLYINVST,EQ,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,5,"-"
JSWENERGY,BE,JSW ENERGY LIMITED,5,"-"
JYOTISTRUC,BZ,JYOTI STRUCTURES LIMITED,5,"-"
KALYANI,BE,KALYANI COMMERCIALS LIMITED,5,"-"
KALYANIFRG,BE,KALYANI FORGE LIMITED,5,"-"
KANANIIND,BE,KANANI INDUSTRIES LIMITED,5,"-"
KANORICHEM,EQ,KANORIA CHEMICALS & INDUSTRIES LIMITED,5,"-"
KAPSTON,BE,KAPSTON FACILITIES MANAGEMENT LIMITED,5,"-"
KARMAENG,BE,KARMA ENERGY LIMITED,5,"-"
KAUSHALYA,EQ,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,5,"-"
KAVVERITEL,EQ,KAVVERI TELECOM PRODUCTS LIMITED,5,"-"
KECL,EQ,KIRLOSKAR ELECTRIC COMPANY LIMITED,5,"-"
KERNEX,BE,KERNEX MICROSYSTEMS (INDIA) LIMITED,5,"-"
KHADIM,EQ,KHADIM INDIA LIMITED,5,"-"
KHAITANLTD,EQ,KHAITAN (INDIA) LIMITED,5,"-"
KHFM,SM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,5,"-"
KILITCH,BE,KILITCH DRUGS (INDIA) LIMITED,5,"-"
KKVAPOW,SM,KKV AGRO POWERS LIMITED,5,"-"
KOPRAN,EQ,KOPRAN LIMITED,5,"-"
KOTYARK,SM,KOTYARK INDUSTRIES LIMITED,5,"-"
KPIGLOBAL,EQ,K.P.I. GLOBAL INFRASTRUCTURE LIMITED,5,"-"
KRIDHANINF,BE,KRIDHAN INFRA LIMITED,5,"-"
KRISHANA,EQ,KRISHANA PHOSCHEM LIMITED,5,"-"
KSHITIJPOL,SM,KSHITIJ POLYLINE LIMITED,5,"-"
LAKPRE,BZ,LAKSHMI PRECISION SCREWS LIMITED,5,"GSM Stage - 0"
LATTEYS,SM,LATTEYS INDUSTRIES LIMITED,5,"-"
LCCINFOTEC,BE,LCC INFOTECH LIMITED,5,"-"
LEXUS,SM,LEXUS GRANITO (INDIA) LIMITED,5,"-"
LFIC,EQ,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,5,"-"
LGBFORGE,BE,LGB FORGE LIMITED,5,"-"
LGHL,SM,LAXMI GOLDORNA HOUSE LIMITED,5,"-"
LIQUIDBEES,EQ,NIPPON INDIA ETF LIQUID BEES,5,"-"
LOVABLE,BE,LOVABLE LINGERIE LIMITED,5,"-"
LPDC,BE,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,5,"-"
LSIL,BE,LLOYDS STEELS INDUSTRIES LIMITED,5,"-"
LXCHEM,EQ,LAXMI ORGANIC INDUSTRIES LIMITED,5,"-"
LYKALABS,BE,LYKA LABS LIMITED,5,"-"
LYPSAGEMS,EQ,LYPSA GEMS & JEWELLERY LIMITED,5,"-"
MADHUCON,BE,MADHUCON PROJECTS LIMITED,5,"-"
MAGNUM,EQ,MAGNUM VENTURES LIMITED,5,"-"
MAHAPEXLTD,BE,MAHA RASHTRA APEX CORPORATION LIMITED,5,"-"
MANAKALUCO,BE,MANAKSIA ALUMINIUM COMPANY LIMITED,5,"-"
MANAKCOAT,BE,MANAKSIA COATED METALS & INDUSTRIES LIMITED,5,"-"
MANAV,SM,MANAV INFRA PROJECTS LIMITED,5,"-"
MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED,5,"-"
MARALOVER,EQ,MARAL OVERSEAS LIMITED,5,"-"
MARATHON,EQ,MARATHON NEXTGEN REALTY LIMITED,5,"-"
MARINE,BE,MARINE ELECTRICALS (INDIA) LIMITED,5,"-"
MARSHALL,EQ,MARSHALL MACHINES LIMITED,5,"-"
MASKINVEST,BE,MASK INVESTMENTS LIMITED,5,"-"
MBECL,BE,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,5,"-"
MCDHOLDING,BZ,MCDOWELL HOLDINGS LIMITED,5,"-"
MDL,SM,MARVEL DECOR LIMITED,5,"-"
MEGASOFT,BE,MEGASOFT LIMITED,5,"-"
MEP,EQ,MEP INFRASTRUCTURE DEVELOPERS LIMITED,5,"-"
MERCATOR,BE,MERCATOR LIMITED,5,"-"
METALFORGE,BZ,METALYST FORGINGS LIMITED,5,"GSM Stage - 0"
MFL,EQ,MEGHMANI FINECHEM LIMITED,5,"-"
MGEL,EQ,MANGALAM GLOBAL ENTERPRISE LIMITED,5,"-"
MILTON,SM,MILTON INDUSTRIES LIMITED,5,"-"
MINDPOOL,SM,MINDPOOL TECHNOLOGIES LIMITED,5,"-"
MINDTECK,BE,MINDTECK (INDIA) LIMITED,5,"-"
MIRCELECTR,EQ,MIRC ELECTRONICS LIMITED,5,"-"
MITCON,SM,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,5,"-"
MITTAL,BE,MITTAL LIFE STYLE LIMITED,5,"-"
MKPL,SM,M K PROTEINS LIMITED,5,"-"
MODIRUBBER,BE,MODI RUBBER LIMITED,5,"-"
MOHITIND,EQ,MOHIT INDUSTRIES LIMITED,5,"-"
MORARJEE,BE,MORARJEE TEXTILES LIMITED,5,"-"
MOTOGENFIN,BE,THE MOTOR & GENERAL FINANCE LIMITED,5,"-"
MPTODAY,SM,MADHYA PRADESH TODAY MEDIA LIMITED,5,"-"
MRO,IT,M.R. ORGANISATION LIMITED,5,"-"
MRO-TEK,EQ,MRO-TEK REALTY LIMITED,5,"-"
MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,5,"-"
MUKANDLTD,EQ,MUKAND LIMITED,5,"-"
MUKTAARTS,EQ,MUKTA ARTS LIMITED,5,"-"
NAGAFERT,EQ,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,5,"-"
NAGREEKCAP,EQ,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,5,"-"
NAGREEKEXP,EQ,NAGREEKA EXPORTS LIMITED,5,"-"
NAHARINDUS,EQ,NAHAR INDUSTRIAL ENTERPRISES LIMITED,5,"-"
NAHARSPING,BE,NAHAR SPINNING MILLS LIMITED,5,"-"
NARMADA,SM,NARMADA AGROBASE LIMITED,5,"-"
NATNLSTEEL,BE,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,5,"GSM Stage - II"
NAZARA,EQ,NAZARA TECHNOLOGIES LIMITED,5,"-"
NDGL,EQ,NAGA DHUNSERI GROUP LIMITED,5,"-"
NELCO,BE,NELCO LIMITED,5,"-"
NETWORK18,EQ,NETWORK18 MEDIA & INVESTMENTS LIMITED,5,"-"
NGIL,BE,NAKODA GROUP OF INDUSTRIES LIMITED,5,"-"
NIDAN,SM,NIDAN LABORATORIES AND HEALTHCARE LIMITED,5,"-"
NILAINFRA,EQ,NILA INFRASTRUCTURES LIMITED,5,"-"
NILASPACES,BE,NILA SPACES LIMITED,5,"-"
NIRAJISPAT,BE,NIRAJ ISPAT INDUSTRIES LIMITED,5,"-"
NITCO,EQ,NITCO LIMITED,5,"-"
NITINFIRE,BZ,NITIN FIRE PROTECTION INDUSTRIES LIMITED,5,"GSM Stage - 0"
NITINSPIN,BE,NITIN SPINNERS LIMITED,5,"-"
NITIRAJ,EQ,NITIRAJ ENGINEERS LIMITED,5,"-"
NOIDATOLL,EQ,NOIDA TOLL BRIDGE COMPANY LIMITED,5,"-"
NRL,ST,NUPUR RECYCLERS LIMITED,5,"-"
NTL,BE,NEUEON TOWERS LIMITED,5,"GSM Stage - II"
OILCOUNTUB,EQ,OIL COUNTRY TUBULAR LIMITED,5,"-"
OLECTRA,EQ,OLECTRA GREENTECH LIMITED,5,"-"
OMFURN,SM,OMFURN INDIA LIMITED,5,"-"
OMKARCHEM,EQ,OMKAR SPECIALITY CHEMICALS LIMITED,5,"-"
ONELIFECAP,EQ,ONELIFE CAPITAL ADVISORS LIMITED,5,"-"
ONEPOINT,EQ,ONE POINT ONE SOLUTIONS LIMITED,5,"-"
ONWARDTEC,EQ,ONWARD TECHNOLOGIES LIMITED,5,"-"
OPTIEMUS,EQ,OPTIEMUS INFRACOM LIMITED,5,"-"
ORCHPHARMA,BE,ORCHID PHARMA LIMITED,5,"-"
OSWALAGRO,EQ,OSWAL AGRO MILLS LIMITED,5,"-"
OSWALSEEDS,SM,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,5,"-"
PALASHSECU,BE,PALASH SECURITIES LIMITED,5,"-"
PALREDTEC,EQ,PALRED TECHNOLOGIES LIMITED,5,"-"
PANACEABIO,EQ,PANACEA BIOTEC LIMITED,5,"-"
PANSARI,EQ,PANSARI DEVELOPERS LIMITED,5,"-"
PAR,EQ,PAR DRUGS AND CHEMICALS LIMITED,5,"-"
PARACABLES,BE,PARAMOUNT COMMUNICATIONS LIMITED,5,"-"
PARSVNATH,BE,PARSVNATH DEVELOPERS LIMITED,5,"-"
PARTYCRUS,SM,PARTY CRUISERS LIMITED,5,"-"
PATELENG,BE,PATEL ENGINEERING LIMITED,5,"-"
PATSPINLTD,BE,PATSPIN INDIA LIMITED,5,"-"
PBAINFRA,EQ,PBA INFRASTRUCTURE LIMITED,5,"-"
PEARLPOLY,EQ,PEARL POLYMERS LIMITED,5,"-"
PENINLAND,BE,PENINSULA LAND LIMITED,5,"GSM Stage - 0"
PENTAGOLD,SM,PENTA GOLD LIMITED,5,"-"
PERFECT,SM,PERFECT INFRAENGINEERS LIMITED,5,"-"
PFOCUS,EQ,PRIME FOCUS LIMITED,5,"-"
PIGL,SM,POWER & INSTRUMENTATION (GUJARAT) LIMITED,5,"-"
PITTIENG,EQ,PITTI ENGINEERING LIMITED,5,"-"
PKTEA,BE,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,5,"-"
PNBHOUSING,EQ,PNB HOUSING FINANCE LIMITED,5,"-"
PRAENG,BE,PRAJAY ENGINEERS SYNDICATE LIMITED,5,"-"
PRAJIND,EQ,PRAJ INDUSTRIES LIMITED,5,"-"
PRAKASHSTL,EQ,PRAKASH STEELAGE LIMITED,5,"-"
PRAXIS,EQ,PRAXIS HOME RETAIL LIMITED,5,"-"
PRECOT,EQ,PRECOT LIMITED,5,"-"
PREMIER,BE,PREMIER LIMITED,5,"GSM Stage - I"
PREMIERPOL,EQ,PREMIER POLYFILM LIMITED,5,"-"
PROLIFE,SM,PROLIFE INDUSTRIES LIMITED,5,"-"
PROZONINTU,BE,PROZONE INTU PROPERTIES LIMITED,5,"-"
PTL,EQ,PTL ENTERPRISES LIMITED,5,"-"
PULZ,SM,PULZ ELECTRONICS LIMITED,5,"-"
PUNJLLOYD,BZ,PUNJ LLOYD LIMITED,5,"GSM Stage - II"
PVP,EQ,PVP VENTURES LIMITED,5,"GSM Stage - I"
RADAAN,BE,RADAAN MEDIAWORKS INDIA LIMITED,5,"GSM Stage - II"
RAJRATAN,BE,RAJRATAN GLOBAL WIRE LIMITED,5,"-"
RAJSREESUG,BE,RAJSHREE SUGARS & CHEMICALS LIMITED,5,"-"
RAMASTEEL,EQ,RAMA STEEL TUBES LIMITED,5,"-"
RCOM,BE,RELIANCE COMMUNICATIONS LIMITED,5,"-"
RELCAPITAL,EQ,RELIANCE CAPITAL LIMITED,5,"-"
RELIABLE,SM,RELIABLE DATA SERVICES LIMITED,5,"-"
RELINFRA,EQ,RELIANCE INFRASTRUCTURE LIMITED,5,"-"
RENUKA,EQ,SHREE RENUKA SUGARS LIMITED,5,"-"
RHFL,EQ,RELIANCE HOME FINANCE LIMITED,5,"-"
