Symbol,Series,Security Name,Band,Remarks
GMRP&UI,EQ,GMR POWER AND URBAN INFRA LIMITED,5,"-"
GODHA,EQ,GODHA CABCON & INSULATION LIMITED,5,"-"
GOENKA,BZ,GOENKA DIAMOND AND JEWELS LIMITED,5,"-"
GOLDENTOBC,BZ,GOLDEN TOBACCO LIMITED,5,"GSM STAGE - 0"
GOLDSTAR,SM,GOLDSTAR POWER LIMITED,5,"-"
GRETEX,SM,GRETEX INDUSTRIES LIMITED,5,"-"
GSTL,SM,GLOBESECURE TECHNOLOGIES LIMITED,5,"-"
GUJRAFFIA,BE,GUJARAT RAFFIA INDUSTRIES LIMITED,5,"-"
GVKPIL,EQ,GVK POWER & INFRASTRUCTURE LIMITED,5,"-"
HARDWYN,EQ,HARDWYN INDIA LIMITED,5,"-"
HAVISHA,BE,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,5,"-"
HDIL,BZ,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,5,"-"
HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,5,"-"
HILTON,EQ,HILTON METAL FORGING LIMITED,5,"-"
HINDCON,EQ,HINDCON CHEMICALS LIMITED,5,"-"
HINDMOTORS,BE,HINDUSTAN MOTORS LIMITED,5,"-"
HMT,BZ,HMT LIMITED,5,"-"
HNDFDS,BE,HINDUSTAN FOODS LIMITED,5,"-"
HOMESFY,ST,HOMESFY REALTY LIMITED,5,"-"
HUBTOWN,EQ,HUBTOWN LIMITED,5,"-"
HYBRIDFIN,BE,HYBRID FINANCIAL SERVICES LIMITED,5,"-"
ICDSLTD,BE,ICDS LIMITED,5,"-"
ICEMAKE,EQ,ICE MAKE REFRIGERATION LIMITED,5,"-"
IEL,BE,INDIABULLS ENTERPRISES LIMITED,5,"-"
IL&FSENGG,BZ,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,5,"-"
IL&FSTRANS,BZ,IL&FS TRANSPORTATION NETWORKS LIMITED,5,"GSM Stage - 0"
IMAGICAA,EQ,IMAGICAAWORLD ENTERTAINMENT LIMITED,5,"-"
INDBANK,EQ,INDBANK MERCHANT BANKING SERVICES LIMITED,5,"-"
INDLMETER,BZ,IMP POWERS LIMITED,5,"GSM STAGE - 0"
INDOSTAR,BE,INDOSTAR CAPITAL FINANCE LIMITED,5,"-"
INDOTHAI,BE,INDO THAI SECURITIES LIMITED,5,"-"
INDRAMEDCO,BE,INDRAPRASTHA MEDICAL CORPORATION LIMITED,5,"-"
INFOMEDIA,EQ,INFOMEDIA PRESS LIMITED,5,"GSM Stage - I"
INNOVANA,SM,INNOVANA THINKLABS LIMITED,5,"-"
INNOVATIVE,ST,INNOVATIVE TYRES AND TUBES LIMITED,5,"-"
IRISDOREME,EQ,IRIS CLOTHINGS LIMITED,5,"-"
IWEL,EQ,INOX WIND ENERGY LIMITED,5,"-"
JAINAM,SM,JAINAM FERRO ALLOYS (I) LIMITED,5,"-"
JAIPURKURT,BE,NANDANI CREATION LIMITED,5,"-"
JALAN,SM,JALAN TRANSOLUTIONS (INDIA) LIMITED,5,"-"
JBFIND,EQ,JBF INDUSTRIES LIMITED,5,"-"
JETAIRWAYS,BZ,JET AIRWAYS (INDIA) LIMITED,5,"-"
JETKNIT,SM,JET KNITWEARS LIMITED,5,"-"
JITFINFRA,BE,JITF INFRALOGISTICS LIMITED,5,"-"
JPOLYINVST,EQ,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,5,"-"
JUBLINDS,EQ,JUBILANT INDUSTRIES LIMITED,5,"-"
JWL,EQ,JUPITER WAGONS LIMITED,5,"-"
JYOTISTRUC,BZ,JYOTI STRUCTURES LIMITED,5,"-"
KALYANI,BE,KALYANI COMMERCIALS LIMITED,5,"-"
KALYANIFRG,BE,KALYANI FORGE LIMITED,5,"-"
KAMATHOTEL,EQ,KAMAT HOTELS (I) LIMITED,5,"-"
KAMDHENU,EQ,KAMDHENU LIMITED,5,"-"
KARMAENG,EQ,KARMA ENERGY LIMITED,5,"-"
KAUSHALYA,EQ,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,5,"-"
KAVVERITEL,EQ,KAVVERI TELECOM PRODUCTS LIMITED,5,"-"
KBCGLOBAL,EQ,KBC GLOBAL LIMITED,5,"-"
KECL,EQ,KIRLOSKAR ELECTRIC COMPANY LIMITED,5,"-"
KEEPLEARN,BE,DSJ KEEP LEARNING LIMITED,5,"GSM STAGE - 0"
KELLTONTEC,BE,KELLTON TECH SOLUTIONS LIMITED,5,"-"
KERNEX,BE,KERNEX MICROSYSTEMS (INDIA) LIMITED,5,"-"
KHAITANLTD,BE,KHAITAN (INDIA) LIMITED,5,"-"
KHANDSE,BE,KHANDWALA SECURITIES LIMITED,5,"-"
KHFM,SM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,5,"-"
KINGFA,EQ,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,5,"-"
KKVAPOW,SM,KKV AGRO POWERS LIMITED,5,"-"
KORE,SM,JAY JALARAM TECHNOLOGIES LIMITED,5,"-"
KRISHIVAL,SM,EMPYREAN CASHEWS LIMITED,5,"-"
KRISHNADEF,SM,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,5,"-"
KSHITIJPOL,EQ,KSHITIJ POLYLINE LIMITED,5,"-"
LAKPRE,BZ,LAKSHMI PRECISION SCREWS LIMITED,5,"GSM Stage - 0"
LANCER,EQ,LANCER CONTAINER LINES LIMITED,5,"-"
LATTEYS,SM,LATTEYS INDUSTRIES LIMITED,5,"-"
LCCINFOTEC,EQ,LCC INFOTECH LIMITED,5,"-"
LEXUS,SM,LEXUS GRANITO (INDIA) LIMITED,5,"-"
LGBFORGE,EQ,LGB FORGE LIMITED,5,"-"
LGHL,SM,LAXMI GOLDORNA HOUSE LIMITED,5,"-"
LIBERTSHOE,EQ,LIBERTY SHOES LIMITED,5,"-"
LIQUIDBEES,EQ,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES,5,"-"
LOKESHMACH,EQ,LOKESH MACHINES LIMITED,5,"-"
LOTUSEYE,BE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,5,"-"
LYPSAGEMS,EQ,LYPSA GEMS & JEWELLERY LIMITED,5,"GSM Stage - 0"
MADHAVBAUG,SM,VAIDYA SANE AYURVED LABORATORIES LIMITED,5,"-"
MADHUCON,EQ,MADHUCON PROJECTS LIMITED,5,"-"
MADRASFERT,EQ,MADRAS FERTILIZERS LIMITED,5,"-"
MAGNUM,EQ,MAGNUM VENTURES LIMITED,5,"-"
MAHAPEXLTD,EQ,MAHA RASHTRA APEX CORPORATION LIMITED,5,"-"
MAKS,SM,MAKS ENERGY SOLUTIONS INDIA LIMITED,5,"-"
MANAV,SM,MANAV INFRA PROJECTS LIMITED,5,"-"
MASKINVEST,BE,MASK INVESTMENTS LIMITED,5,"-"
MBAPL,BE,MADHYA BHARAT AGRO PRODUCTS LIMITED,5,"-"
MBECL,BE,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,5,"-"
MCL,EQ,MADHAV COPPER LIMITED,5,"-"
MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LIMITED,5,"-"
MDL,SM,MARVEL DECOR LIMITED,5,"-"
MEDICO,BE,MEDICO REMEDIES LIMITED,5,"-"
MEGASTAR,EQ,MEGASTAR FOODS LIMITED,5,"-"
MELSTAR,BZ,MELSTAR INFORMATION TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
MEP,EQ,MEP INFRASTRUCTURE DEVELOPERS LIMITED,5,"-"
MERCATOR,BE,MERCATOR LIMITED,5,"-"
METALFORGE,BZ,METALYST FORGINGS LIMITED,5,"GSM Stage - 0"
MILTON,SM,MILTON INDUSTRIES LIMITED,5,"-"
MINDPOOL,SM,MINDPOOL TECHNOLOGIES LIMITED,5,"-"
MITCON,EQ,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,5,"-"
MKPL,SM,M K PROTEINS LIMITED,5,"-"
MODIRUBBER,BE,MODI RUBBER LIMITED,5,"-"
MOXSH,ST,MOXSH OVERSEAS EDUCON LIMITED,5,"-"
MPTODAY,SM,MADHYA PRADESH TODAY MEDIA LIMITED,5,"-"
MRO,IT,M.R. ORGANISATION LIMITED,5,"-"
MTEDUCARE,BE,MT EDUCARE LIMITED,5,"-"
NAGREEKCAP,EQ,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,5,"-"
NATNLSTEEL,BE,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,5,"GSM STAGE - 0"
NDTV,EQ,NEW DELHI TELEVISION LIMITED,5,"-"
NEXTMEDIA,BE,NEXT MEDIAWORKS LIMITED,5,"GSM Stage - 0"
NGIL,EQ,NAKODA GROUP OF INDUSTRIES LIMITED,5,"-"
NIBL,EQ,NRB INDUSTRIAL BEARINGS LIMITED,5,"-"
NILASPACES,EQ,NILA SPACES LIMITED,5,"-"
NIRAJISPAT,BE,NIRAJ ISPAT INDUSTRIES LIMITED,5,"-"
NKIND,EQ,NK INDUSTRIES LIMITED,5,"GSM Stage - 0"
NORBTEAEXP,EQ,NORBEN TEA & EXPORTS LIMITED,5,"-"
NPST,SM,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,5,"-"
NXTDIGITAL,BE,NXTDIGITAL LIMITED,5,"-"
OILCOUNTUB,EQ,OIL COUNTRY TUBULAR LIMITED,5,"-"
OMFURN,SM,OMFURN INDIA LIMITED,5,"-"
OMKARCHEM,BZ,OMKAR SPECIALITY CHEMICALS LIMITED,5,"-"
ONEPOINT,EQ,ONE POINT ONE SOLUTIONS LIMITED,5,"-"
ORCHPHARMA,BE,ORCHID PHARMA LIMITED,5,"-"
ORISSAMINE,EQ,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,5,"-"
OSIAHYPER,EQ,OSIA HYPER RETAIL LIMITED,5,"-"
PALASHSECU,BE,PALASH SECURITIES LIMITED,5,"-"
PANACHE,EQ,PANACHE DIGILIFE LIMITED,5,"-"
PANSARI,EQ,PANSARI DEVELOPERS LIMITED,5,"-"
PARACABLES,BE,PARAMOUNT COMMUNICATIONS LIMITED,5,"-"
PARASPETRO,BE,PARAS PETROFILS LIMITED,5,"-"
PARIN,SM,PARIN FURNITURE LIMITED,5,"-"
PARTYCRUS,SM,PARTY CRUISERS LIMITED,5,"-"
PATANJALI,BE,PATANJALI FOODS LIMITED,5,"-"
PATELENG,EQ,PATEL ENGINEERING LIMITED,5,"-"
PCJEWELLER,EQ,PC JEWELLER LIMITED,5,"-"
PENINLAND,EQ,PENINSULA LAND LIMITED,5,"GSM Stage - 0"
PENTAGOLD,SZ,PENTA GOLD LIMITED,5,"-"
PERFECT,SM,PERFECT INFRAENGINEERS LIMITED,5,"-"
PFS,EQ,PTC INDIA FINANCIAL SERVICES LIMITED,5,"-"
PIGL,SM,POWER & INSTRUMENTATION (GUJARAT) LIMITED,5,"-"
PKTEA,BE,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,5,"-"
PNC,EQ,PRITISH NANDY COMMUNICATIONS LIMITED,5,"-"
PODDARHOUS,EQ,PODDAR HOUSING AND DEVELOPMENT LIMITED,5,"-"
PPAP,BE,PPAP AUTOMOTIVE LIMITED,5,"-"
PREMIER,BE,PREMIER LIMITED,5,"GSM Stage - 0"
PRESSMN,EQ,PRESSMAN ADVERTISING LIMITED,5,"-"
PRITI,BE,PRITI INTERNATIONAL LIMITED,5,"-"
PROLIFE,SM,PROLIFE INDUSTRIES LIMITED,5,"-"
PSB,EQ,PUNJAB & SIND BANK,5,"-"
PTC,EQ,PTC INDIA LIMITED,5,"-"
PULZ,SM,PULZ ELECTRONICS LIMITED,5,"-"
PVP,EQ,PVP VENTURES LIMITED,5,"-"
RADAAN,BE,RADAAN MEDIAWORKS INDIA LIMITED,5,"GSM STAGE - II"
RAJSREESUG,EQ,RAJSHREE SUGARS & CHEMICALS LIMITED,5,"-"
RBMINFRA,ST,RBM INFRACON LIMITED,5,"-"
RCOM,BE,RELIANCE COMMUNICATIONS LIMITED,5,"-"
REFEX,EQ,REFEX INDUSTRIES LIMITED,5,"-"
REGENCERAM,BE,REGENCY CERAMICS LIMITED,5,"-"
RELCAPITAL,BE,RELIANCE CAPITAL LIMITED,5,"-"
RELIABLE,SM,RELIABLE DATA SERVICES LIMITED,5,"-"
RELINFRA,EQ,RELIANCE INFRASTRUCTURE LIMITED,5,"-"
REXPIPES,SM,REX PIPES AND CABLES INDUSTRIES LIMITED,5,"-"
RHFL,EQ,RELIANCE HOME FINANCE LIMITED,5,"-"
RICHA,SM,RICHA INFO SYSTEMS LIMITED,5,"-"
RILINFRA,SM,RACHANA INFRASTRUCTURE LIMITED,5,"-"
RITCO,EQ,RITCO LOGISTICS LIMITED,5,"-"
RKDL,EQ,RAVI KUMAR DISTILLERIES LIMITED,5,"-"
RMCL,BZ,RADHA MADHAV CORPORATION LIMITED,5,"GSM Stage - I"
RMDRIP,SM,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,5,"-"
RNAVAL,BZ,RELIANCE NAVAL AND ENGINEERING LIMITED,5,"-"
ROLLT,EQ,ROLLATAINERS LIMITED,5,"-"
ROLTA,BZ,ROLTA INDIA LIMITED,5,"-"
ROML,BE,RAJ OIL MILLS LIMITED,5,"-"
RPOWER,EQ,RELIANCE POWER LIMITED,5,"-"
RTNPOWER,EQ,RATTANINDIA POWER LIMITED,5,"-"
RUBYMILLS,EQ,THE RUBY MILLS LIMITED,5,"-"
RUCHINFRA,BE,RUCHI INFRASTRUCTURE LIMITED,5,"-"
RVHL,EQ,RAVINDER HEIGHTS LIMITED,5,"-"
RVNL,EQ,RAIL VIKAS NIGAM LIMITED,5,"-"
SABEVENTS,EQ,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,5,"GSM Stage - 0"
SADBHAV,BE,SADBHAV ENGINEERING LIMITED,5,"-"
SADBHIN,EQ,SADBHAV INFRASTRUCTURE PROJECT LIMITED,5,"GSM STAGE - 0"
SAKHTISUG,EQ,SAKTHI SUGARS LIMITED,5,"-"
SALASAR,EQ,SALASAR TECHNO ENGINEERING LIMITED,5,"-"
SALSTEEL,EQ,S.A.L. STEEL LIMITED,5,"-"
SAMBHAAV,EQ,SAMBHAAV MEDIA LIMITED,5,"-"
SANGHIIND,EQ,SANGHI INDUSTRIES LIMITED,5,"-"
SANWARIA,BZ,SANWARIA CONSUMER LIMITED,5,"-"
SATHAISPAT,BE,SATHAVAHANA ISPAT LIMITED,5,"GSM STAGE - II"
SBC,BE,SBC EXPORTS LIMITED,5,"-"
SCAPDVR,EQ,STAMPEDE CAPITAL LIMITED,5,"-"
SDBL,EQ,SOM DISTILLERIES & BREWERIES LIMITED,5,"-"
SEJALLTD,BE,SEJAL GLASS LIMITED,5,"GSM STAGE - 0"
SEPOWER,EQ,S.E. POWER LIMITED,5,"-"
SERVOTECH,EQ,SERVOTECH POWER SYSTEMS LIMITED,5,"-"
SETUINFRA,BE,SETUBANDHAN INFRASTRUCTURE LIMITED,5,"GSM STAGE - 0"
SEYAIND,BE,SEYA INDUSTRIES LIMITED,5,"-"
SHAHALLOYS,EQ,SHAH ALLOYS LIMITED,5,"-"
SHEMAROO,EQ,SHEMAROO ENTERTAINMENT LIMITED,5,"-"
SHRADHA,EQ,SHRADHA INFRAPROJECTS LIMITED,5,"-"
SHREERAMA,EQ,SHREE RAMA MULTI-TECH LIMITED,5,"-"
SHRIPISTON,BE,SHRIRAM PISTONS & RINGS LIMITED,5,"-"
SHUBHLAXMI,SM,SHUBHLAXMI JEWEL ART LIMITED,5,"-"
SHYAMTEL,EQ,SHYAM TELECOM LIMITED,5,"GSM Stage - 0"
SIDDHIKA,SM,SIDDHIKA COATINGS LIMITED,5,"-"
SIGMA,SM,SIGMA SOLVE LIMITED,5,"-"
SIKKO,BE,SIKKO INDUSTRIES LIMITED,5,"-"
SIL,BE,STANDARD INDUSTRIES LIMITED,5,"-"
SILLYMONKS,BE,SILLY MONKS ENTERTAINMENT LIMITED,5,"-"
SILVERTUC,EQ,SILVER TOUCH TECHNOLOGIES LIMITED,5,"-"
SINTERCOM,BE,SINTERCOM INDIA LIMITED,5,"-"
SITINET,EQ,SITI NETWORKS LIMITED,5,"-"
SKMEGGPROD,EQ,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,5,"-"
SKSTEXTILE,ST,SKS TEXTILES LIMITED,5,"-"
SMVD,SM,SMVD POLY PACK LIMITED,5,"-"
SOFTTECH,EQ,SOFTTECH ENGINEERS LIMITED,5,"-"
SOLEX,SM,SOLEX ENERGY LIMITED,5,"-"
SOMATEX,EQ,SOMA TEXTILES & INDUSTRIES LIMITED,5,"-"
SOMICONVEY,EQ,SOMI CONVEYOR BELTINGS LIMITED,5,"-"
SONAHISONA,SM,SONA HI SONA JEWELLERS (GUJARAT) LIMITED,5,"-"
SPANDANA,EQ,SPANDANA SPHOORTY FINANCIAL LIMITED,5,"-"
SPCENET,BE,SPACENET ENTERPRISES INDIA LIMITED,5,"-"
SPECTRUM,SM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,5,"-"
SPMLINFRA,EQ,SPML INFRA LIMITED,5,"-"
SPTL,EQ,SINTEX PLASTICS TECHNOLOGY LIMITED,5,"-"
SRIRAM,ST,SHRI RAM SWITCHGEARS LIMITED,5,"-"
SRPL,EQ,SHREE RAM PROTEINS LIMITED,5,"-"
SSINFRA,ST,S.S. INFRASTRUCTURE DEVELOPMENT CONSULTANTS LIMITED,5,"-"
S&SPOWER,EQ,S&S POWER SWITCHGEARS LIMITED,5,"GSM Stage - 0"
STEELXIND,EQ,STEEL EXCHANGE INDIA LIMITED,5,"-"
SUMEETINDS,BE,SUMEET INDUSTRIES LIMITED,5,"-"
SUMIT,BE,SUMIT WOODS LIMITED,5,"-"
SUPREMEINF,EQ,SUPREME INFRASTRUCTURE INDIA LIMITED,5,"-"
SURANI,SM,SURANI STEEL TUBES LIMITED,5,"-"
SUULD,EQ,SUUMAYA INDUSTRIES LIMITED,5,"-"
SWARAJ,SM,SWARAJ SUITING LIMITED,5,"-"
TANTIACONS,BZ,TANTIA CONSTRUCTIONS LIMITED,5,"-"
TAPIFRUIT,SM,TAPI FRUIT PROCESSING LIMITED,5,"-"
TECHIN,EQ,TECHINDIA NIRMAN LIMITED,5,"-"
TEMBO,EQ,TEMBO GLOBAL INDUSTRIES LIMITED,5,"-"
TFL,EQ,TRANSWARRANTY FINANCE LIMITED,5,"-"
TFLPP,E1,TRANSWARRANTY FINANCE LIMITED,5,"-"
