Symbol,Series,Security Name,Band,Remarks,,Check
N100,EQ,Motilal Oswal Mutual Fund-Motilal Oswal MOSt Shares NASDAQ 100 ETF -GO,20,-,20,0
NACLIND,EQ,NACL Industries Limited,20,-,20,0
NAHARCAP,EQ,Nahar Capital and Financial Services Limited,20,-,20,0
NAHARINDUS,EQ,Nahar Industrial Enterprises Limited,20,-,20,0
NAHARPOLY,EQ,Nahar Poly Films Limited,20,-,20,0
NAHARSPING,EQ,Nahar Spinning Mills Limited,20,-,20,0
NAM-INDIA,EQ,Nippon Life India Asset Management Limited,20,-,20,0
NATCOPHARM,EQ,Natco Pharma Limited,20,-,20,0
NATHBIOGEN,EQ,Nath Bio-Genes (India) Limited,20,-,20,0
NAUKRI,EQ,Info Edge (India) Limited,20,-,20,0
NAVINFLUOR,EQ,Navin Fluorine International Limited,20,-,20,0
NAVKARCORP,EQ,Navkar Corporation Limited,20,-,20,0
NAVNETEDUL,EQ,Navneet Education Limited,20,-,20,0
NBCC,EQ,NBCC (India) Limited,20,-,20,0
NBIFIN,EQ,N. B. I. Industrial Finance Company Limited,20,-,20,0
NBVENTURES,EQ,Nava Bharat Ventures Limited,20,-,20,0
NCLIND,EQ,NCL Industries Limited,20,-,20,0
NDGL,EQ,Naga Dhunseri Group Limited,20,-,20,0
NDL,EQ,Nandan Denim Limited,20,-,20,0
NDTV,EQ,New Delhi Television Limited,20,-,20,0
NECCLTD,EQ,North Eastern Carrying Corporation Limited,20,-,20,0
NECLIFE,EQ,Nectar Lifesciences Limited,20,-,20,0
NELCAST,EQ,Nelcast Limited,20,-,20,0
NELCO,EQ,NELCO Limited,20,-,20,0
NEOGEN,EQ,Neogen Chemicals Limited,20,-,20,0
NESCO,EQ,Nesco Limited,20,-,20,0
NETF,EQ,Tata Nifty Exchange Traded Fund,20,-,20,0
NETFCONSUM,EQ,NIPPON INDIA ETF CONSUMPTION,20,-,20,0
NETFDIVOPP,EQ,NIPPON INDIA ETF DIVIDEND OPPORTUNITIES,20,-,20,0
NETFLTGILT,EQ,NIPPON INDIA ETF LONG TERM GILT,20,-,20,0
NETFMID150,EQ,NIPPON INDIA ETF NIFTY MIDCAP 150,20,-,20,0
NETFNIF100,EQ,NIPPON INDIA ETF NIFTY 100,20,-,20,0
NETFNV20,EQ,NIPPON INDIA ETF NV20,20,-,20,0
NEULANDLAB,EQ,Neuland Laboratories Limited,20,-,20,0
NEWGEN,EQ,Newgen Software Technologies Limited,20,-,20,0
NFL,EQ,National Fertilizers Limited,20,-,20,0
NH,EQ,Narayana Hrudayalaya Ltd.,20,-,20,0
NHPC,EQ,NHPC Limited,20,-,20,0
NIACL,EQ,The New India Assurance Company Limited,20,-,20,0
NIFTYBEES,EQ,NIPPON INDIA ETF NIFTY BEES,20,-,20,0
NIFTYEES,EQ,Edelweiss ETF - Nifty 50,20,-,20,0
NIITLTD,EQ,NIIT Limited,20,-,20,0
NILAINFRA,EQ,Nila Infrastructures Limited,20,-,20,0
NILKAMAL,EQ,Nilkamal Limited,20,-,20,0
NIPPOBATRY,EQ,Indo-National Limited,20,-,20,0
NITINSPIN,EQ,Nitin Spinners Limited,20,-,20,0
NLCINDIA,EQ,NLC India Limited,20,-,20,0
NOCIL,EQ,NOCIL Limited,20,-,20,0
NPBET,EQ,Tata Nifty Private Bank Exchange Traded Fund,20,-,20,0
NRAIL,EQ,N R Agarwal Industries Limited,20,-,20,0
NRBBEARING,EQ,NRB Bearing Limited,20,-,20,0
NSIL,EQ,Nalwa Sons Investments Limited,20,-,20,0
NUCLEUS,EQ,Nucleus Software Exports Limited,20,-,20,0
NXTDIGITAL,EQ,NXTDIGITAL LIMITED,20,-,20,0
OAL,EQ,Oriental Aromatics Limited,20,-,20,0
OBEROIRLTY,EQ,Oberoi Realty Limited,20,-,20,0
OCCL,EQ,Oriental Carbon & Chemicals Limited,20,-,20,0
OFSS,EQ,Oracle Financial Services Software Limited,20,-,20,0
OLECTRA,EQ,Olectra Greentech Limited,20,-,20,0
OMAXE,EQ,Omaxe Limited,20,-,20,0
OMFURN,SM,Omfurn India Limited,20,-,20,0
OMMETALS,EQ,OM Metals Infraprojects Limited,20,-,20,0
ONMOBILE,EQ,OnMobile Global Limited,20,-,20,0
ONWARDTEC,EQ,Onward Technologies Limited,20,-,20,0
OPAL,SM,Opal Luxury Time Products Limited,20,-,20,0
ORBTEXP,EQ,Orbit Exports Limited,20,-,20,0
ORICONENT,EQ,Oricon Enterprises Limited,20,-,20,0
ORIENTABRA,EQ,Orient Abrasives Limited,20,-,20,0
ORIENTALTL,EQ,Oriental Trimex Limited,20,-,20,0
ORIENTBANK,EQ,Oriental Bank Of Commerce,20,-,20,0
ORIENTBELL,EQ,Orient Bell Limited,20,-,20,0
ORIENTCEM,EQ,Orient Cement Limited,20,-,20,0
ORIENTELEC,EQ,Orient Electric Limited,20,-,20,0
ORIENTHOT,EQ,Oriental Hotels Limited,20,-,20,0
ORIENTLTD,EQ,Orient Press Limited,20,-,20,0
ORIENTPPR,EQ,Orient Paper & Industries Limited,20,-,20,0
ORIENTREF,EQ,Orient Refractories Limited,20,-,20,0
OSEINTRUST,IV,Oriental InfraTrust,20,-,20,0
OSIAHYPER,SM,Osia Hyper Retail Limited,20,-,20,0
OSWALAGRO,EQ,Oswal Agro Mills Limited,20,-,20,0
PANACEABIO,EQ,Panacea Biotec Limited,20,-,20,0
PANAMAPET,EQ,Panama Petrochem Limited,20,-,20,0
PAPERPROD,EQ,Huhtamaki PPL Limited,20,-,20,0
PAR,SM,Par Drugs And Chemicals Limited,20,-,20,0
PARACABLES,EQ,Paramount Communications Limited,20,-,20,0
PARAGMILK,EQ,Parag Milk Foods Limited,20,-,20,0
PARIN,SM,Parin Furniture Limited,20,-,20,0
PASHUPATI,SM,Pashupati Cotspin Limited,20,-,20,0
PATELENG,EQ,Patel Engineering Limited,20,-,20,0
PCJEWELLER,EQ,PC Jeweller Limited,20,-,20,0
PDSMFL,EQ,PDS Multinational Fashions Limited,20,-,20,0
PENIND,EQ,Pennar Industries Limited,20,-,20,0
PERSISTENT,EQ,Persistent Systems Limited,20,-,20,0
PFIZER,EQ,Pfizer Limited,20,-,20,0
PFOCUS,EQ,Prime Focus Limited,20,-,20,0
PFS,EQ,PTC India Financial Services Limited,20,-,20,0
PGHH,EQ,Procter & Gamble Hygiene and Health Care Limited,20,-,20,0
PGHL,EQ,Procter & Gamble Health Limited,20,-,20,0
PGIL,EQ,Pearl Global Industries Limited,20,-,20,0
PHILIPCARB,EQ,Phillips Carbon Black Limited,20,-,20,0
PHOENIXLTD,EQ,The Phoenix Mills Limited,20,-,20,0
PIIND,EQ,PI Industries Limited,20,-,20,0
PILANIINVS,EQ,Pilani Investment and Industries Corporation Limited,20,-,20,0
PILITA,EQ,PIL ITALICA LIFESTYLE LIMITED,20,-,20,0
PIONDIST,EQ,Pioneer Distilleries Limited,20,-,20,0
PIONEEREMB,EQ,Pioneer Embroideries Limited,20,-,20,0
PITTIENG,EQ,Pitti Engineering Limited,20,-,20,0
PLASTIBLEN,EQ,Plastiblends India Limited,20,-,20,0
PNBGILTS,EQ,PNB GILTS LTD.,20,-,20,0
PNC,EQ,Pritish Nandy Communications Limited,20,-,20,0
PNCINFRA,EQ,PNC Infratech Limited,20,-,20,0
PODDARMENT,EQ,Poddar Pigments Limited,20,-,20,0
POLYCAB,EQ,Polycab India Limited,20,-,20,0
POLYMED,EQ,Poly Medicure Limited,20,-,20,0
POLYPLEX,EQ,Polyplex Corporation Limited,20,-,20,0
PONNIERODE,EQ,Ponni Sugars (Erode) Limited,20,-,20,0
POWERMECH,EQ,Power Mech Projects Limited,20,-,20,0
PPAP,EQ,PPAP Automotive Limited,20,-,20,0
PPL,EQ,Prakash Pipes Limited,20,-,20,0
PRABHAT,EQ,Prabhat Dairy Limited,20,-,20,0
PRAENG,EQ,Prajay Engineers Syndicate Limited,20,-,20,0
PRAJIND,EQ,Praj Industries Limited,20,-,20,0
PRAKASH,EQ,Prakash Industries Limited,20,-,20,0
PRECWIRE,EQ,Precision Wires India Limited,20,-,20,0
PREMEXPLN,EQ,Premier Explosives Limited,20,-,20,0
PREMIERPOL,EQ,Premier Polyfilm Limited,20,-,20,0
PRESSMN,EQ,Pressman Advertising Limited,20,-,20,0
PRESTIGE,EQ,Prestige Estates Projects Limited,20,-,20,0
PRICOLLTD,EQ,Pricol Limited,20,-,20,0
PRIMESECU,EQ,Prime Securities Limited,20,-,20,0
PRINCEPIPE,EQ,Prince Pipes And Fittings Limited,20,-,20,0
PRITI,SM,Priti International Limited,20,-,20,0
PRSMJOHNSN,EQ,Prism Johnson Limited,20,-,20,0
PSB,EQ,Punjab & Sind Bank,20,-,20,0
PSPPROJECT,EQ,PSP Projects Limited,20,-,20,0
PSUBNKBEES,EQ,NIPPON INDIA ETF PSU BANK BEES,20,-,20,0
PTC,EQ,PTC India Limited,20,-,20,0
PTL,EQ,PTL Enterprises Limited,20,-,20,0
PULZ,SM,Pulz Electronics Limited,20,-,20,0
PUNJABCHEM,EQ,Punjab Chemicals & Crop Protection Limited,20,-,20,0
PURVA,EQ,Puravankara Limited,20,-,20,0
QGOLDHALF,EQ,Quantum Gold Fund -Exchange Traded Fund (ETF),20,-,20,0
QNIFTY,EQ,Quantum Nifty ETF,20,-,20,0
QUESS,EQ,Quess Corp Limited,20,-,20,0
QUICKHEAL,EQ,Quick Heal Technologies Limited,20,-,20,0
RADICO,EQ,Radico Khaitan Limited,20,-,20,0
RADIOCITY,EQ,Music Broadcast Limited,20,-,20,0
RAIN,EQ,Rain Industries Limited,20,-,20,0
RAJESHEXPO,EQ,Rajesh Exports Limited,20,-,20,0
RAJMET,SM,Rajnandini Metal Limited,20,-,20,0
RAJSREESUG,EQ,Rajshree Sugars & Chemicals Limited,20,-,20,0
RAJTV,EQ,Raj Television Network Limited,20,-,20,0
RALLIS,EQ,Rallis India Limited,20,-,20,0
RAMANEWS,EQ,Shree Rama Newsprint Limited,20,-,20,0
RAMASTEEL,EQ,Rama Steel Tubes Limited,20,-,20,0
RAMCOIND,EQ,Ramco Industries Limited,20,-,20,0
RAMCOSYS,EQ,Ramco Systems Limited,20,-,20,0
RAMKY,EQ,Ramky Infrastructure Limited,20,-,20,0
RANEHOLDIN,EQ,Rane Holdings Limited,20,-,20,0
RATNAMANI,EQ,Ratnamani Metals & Tubes Limited,20,-,20,0
RAYMOND,EQ,Raymond Limited,20,-,20,0
RBL,EQ,Rane Brake Lining Limited,20,-,20,0
RCF,EQ,Rashtriya Chemicals and Fertilizers Limited,20,-,20,0
REDINGTON,EQ,Redington (India) Limited,20,-,20,0
RELAXO,EQ,Relaxo Footwears Limited,20,-,20,0
REMSONSIND,EQ,Remsons Industries Limited,20,-,20,0
RENUKA,EQ,Shree Renuka Sugars Limited,20,-,20,0
REPCOHOME,EQ,Repco Home Finance Limited,20,-,20,0
REPRO,EQ,Repro India Limited,20,-,20,0
RESPONIND,EQ,Responsive Industries Limited,20,-,20,0
REVATHI,EQ,Revathi Equipment Limited,20,-,20,0
RGL,EQ,Renaissance Global Limited,20,-,20,0
RICOAUTO,EQ,Rico Auto Industries Limited,20,-,20,0
RIIL,EQ,Reliance Industrial Infrastructure Limited,20,-,20,0
RITES,EQ,RITES Limited,20,-,20,0
RKDL,EQ,Ravi Kumar Distilleries Limited,20,-,20,0
RKEC,SM,RKEC Projects Limited,20,-,20,0
RKFORGE,EQ,Ramkrishna Forgings Limited,20,-,20,0
RML,EQ,Rane (Madras) Limited,20,-,20,0
ROHLTD,EQ,Royal Orchid Hotels Limited,20,-,20,0
RPGLIFE,EQ,RPG Life Sciences Limited,20,-,20,0
RPPINFRA,EQ,R.P.P. Infra Projects Limited,20,-,20,0
RPPL,SM,Rajshreepolypack Limited,20,-,20,0
RSWM,EQ,RSWM Limited,20,-,20,0
RSYSTEMS,EQ,R Systems International Limited,20,-,20,0
RUCHIRA,EQ,Ruchira Papers Limited,20,-,20,0
RUPA,EQ,Rupa & Company Limited,20,-,20,0
RVNL,EQ,Rail Vikas Nigam Limited,20,-,20,0
SADBHAV,EQ,Sadbhav Engineering Limited,20,-,20,0
SADBHIN,EQ,Sadbhav Infrastructure Project Limited,20,-,20,0
SAFARI,EQ,Safari Industries (India) Limited,20,-,20,0
SAGCEM,EQ,Sagar Cements Limited,20,-,20,0
SAKETH,SM,Saketh Exim Limited,20,-,20,0
SAKHTISUG,EQ,Sakthi Sugars Limited,20,-,20,0
SAKSOFT,EQ,Saksoft Limited,20,-,20,0
SAKUMA,EQ,Sakuma Exports Limited,20,-,20,0
SALASAR,EQ,Salasar Techno Engineering Limited,20,-,20,0
SALONA,EQ,Salona Cotspin Limited,20,-,20,0
SALZERELEC,EQ,Salzer Electronics Limited,20,-,20,0
SANCO,EQ,Sanco Industries Limited,20,-,20,0
SANDESH,EQ,The Sandesh Limited,20,-,20,0
SANDHAR,EQ,Sandhar Technologies Limited,20,-,20,0
SANGHIIND,EQ,Sanghi Industries Limited,20,-,20,0
SANGHVIMOV,EQ,Sanghvi Movers Limited,20,-,20,0
SANOFI,EQ,Sanofi India Limited,20,-,20,0
SARDAEN,EQ,Sarda Energy & Minerals Limited,20,-,20,0
SAREGAMA,EQ,Saregama India Limited,20,-,20,0
SARLAPOLY,EQ,Sarla Performance Fibers Limited,20,-,20,0
SASKEN,EQ,Sasken Technologies Limited,20,-,20,0
SASTASUNDR,EQ,Sastasundar Ventures Limited,20,-,20,0
SATIA,EQ,Satia Industries Limited,20,-,20,0
SATIN,EQ,Satin Creditcare Network Limited,20,-,20,0
SBIETFQLTY,EQ,SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality,20,-,20,0
SBILIFE,EQ,SBI Life Insurance Company Limited,20,-,20,0
SCHAEFFLER,EQ,Schaeffler India Limited,20,-,20,0
SCHNEIDER,EQ,Schneider Electric Infrastructure Limited,20,-,20,0
SCI,EQ,Shipping Corporation Of India Limited,20,-,20,0
SEAMECLTD,EQ,Seamec Limited,20,-,20,0
SECL,SM,Salasar Exteriors And Contour Limited,20,-,20,0
SELAN,EQ,Selan Exploration Technology Limited,20,-,20,0
SEPOWER,EQ,S.E. Power Limited,20,-,20,0
SEQUENT,EQ,Sequent Scientific Limited,20,-,20,0
SERVOTECH,SM,Servotech Power Systems Limited,20,-,20,0
SESHAPAPER,EQ,Seshasayee Paper and Boards Limited,20,-,20,0
SETCO,EQ,Setco Automotive Limited,20,-,20,0
SETF10GILT,EQ,SBI Mutual Fund - SBI-ETF 10 YEAR GILT,20,-,20,0
SETFGOLD,EQ,SBI-ETF Gold,20,-,20,0
SETFNIF50,EQ,SBI-ETF Nifty 50,20,-,20,0
SETFNIFBK,EQ,SBI-ETF Nifty Bank,20,-,20,0
SETFNN50,EQ,SBI-ETF Nifty Next 50,20,-,20,0
SFL,EQ,Sheela Foam Limited,20,-,20,0
SHAIVAL,SM,Shaival Reality Limited,20,-,20,0
SHAKTIPUMP,EQ,Shakti Pumps (India) Limited,20,-,20,0
SHALBY,EQ,Shalby Limited,20,-,20,0
SHALPAINTS,EQ,Shalimar Paints Limited,20,-,20,0
SHANTI,SM,Shanti Overseas (India) Limited,20,-,20,0
SHANTIGEAR,EQ,Shanthi Gears Limited,20,-,20,0
SHARDACROP,EQ,Sharda Cropchem Limited,20,-,20,0
SHARDAMOTR,EQ,Sharda Motor Industries Limited,20,-,20,0
SHARIABEES,EQ,NIPPON INDIA ETF SHARIAH BEES,20,-,20,0
SHEMAROO,EQ,Shemaroo Entertainment Limited,20,-,20,0
SHIL,EQ,Somany Home Innovation Limited,20,-,20,0
SHIVAMAUTO,EQ,Shivam Autotech Limited,20,-,20,0
SHIVAMILLS,EQ,Shiva Mills Limited,20,-,20,0
SHIVATEX,EQ,Shiva Texyarn Limited,20,-,20,0
SHIVAUM,SM,Shiv Aum Steels Limited,20,-,20,0
SHK,EQ,S H Kelkar and Company Limited,20,-,20,0
SHOPERSTOP,EQ,Shoppers Stop Limited,20,-,20,0
SHRADHA,SM,Shradha Infraprojects Limited,20,-,20,0
SHREDIGCEM,EQ,Shree Digvijay Cement Co.Ltd,20,-,20,0
SHREEPUSHK,EQ,Shree Pushkar Chemicals & Fertilisers Limited,20,-,20,0
SHRENIK,EQ,Shrenik Limited,20,-,20,0
SHREYANIND,EQ,Shreyans Industries Limited,20,-,20,0
SHRIRAMCIT,EQ,Shriram City Union Finance Limited,20,-,20,0
SICAGEN,EQ,Sicagen India Limited,20,-,20,0
SIGIND,EQ,Signet Industries Limited,20,-,20,0
SIKKO,SM,Sikko Industries Limited,20,-,20,0
SILGO,SM,Silgo Retail Limited,20,-,20,0
SILINV,EQ,SIL Investments Limited,20,-,20,0
SILLYMONKS,SM,Silly Monks Entertainment Limited,20,-,20,0
SILVERTUC,SM,Silver Touch Technologies Limited,20,-,20,0
SINTERCOM,SM,Sintercom India Limited,20,-,20,0
SIS,EQ,Security and Intelligence Services (India) Limited,20,-,20,0
SIYSIL,EQ,Siyaram Silk Mills Limited,20,-,20,0
SJVN,EQ,SJVN Limited,20,-,20,0
SKFINDIA,EQ,SKF India Limited,20,-,20,0
SKIPPER,EQ,Skipper Limited,20,-,20,0
SKMEGGPROD,EQ,SKM Egg Products Export (India) Limited,20,-,20,0
SMARTLINK,EQ,Smartlink Holdings Limited,20,-,20,0
SMLISUZU,EQ,SML Isuzu Limited,20,-,20,0
SMSLIFE,EQ,SMS Lifesciences India Limited,20,-,20,0
SMSPHARMA,EQ,SMS Pharmaceuticals Limited,20,-,20,0
SMVD,SM,SMVD Poly Pack Limited,20,-,20,0
SNOWMAN,EQ,Snowman Logistics Limited,20,-,20,0
SOBHA,EQ,Sobha Limited,20,-,20,0
SOLARA,EQ,Solara Active Pharma Sciences Limited,20,-,20,0
SOLARINDS,EQ,Solar Industries India Limited,20,-,20,0
SOLEX,SM,Solex Energy Limited,20,-,20,0
SOMANYCERA,EQ,Somany Ceramics Limited,20,-,20,0
SOMICONVEY,EQ,Somi Conveyor Beltings Limited,20,-,20,0
SONAHISONA,SM,Sona Hi Sona Jewellers (Gujarat) Limited,20,-,20,0
SONAMCLOCK,SM,Sonam Clock Limited,20,-,20,0
SONATSOFTW,EQ,Sonata Software Limited,20,-,20,0
SONISOYA,SM,Soni Soya Products Limited,20,-,20,0
SOTL,EQ,Savita Oil Technologies Limited,20,-,20,0
SOUTHBANK,EQ,The South Indian Bank Limited,20,-,20,0
SOUTHWEST,EQ,South West Pinnacle Exploration Limited,20,-,20,0
SPAL,EQ,S. P. Apparels Limited,20,-,20,0
SPANDANA,EQ,Spandana Sphoorty Financial Limited,20,-,20,0
SPARC,EQ,Sun Pharma Advanced Research Company Limited,20,-,20,0
SPECIALITY,EQ,Speciality Restaurants Limited,20,-,20,0
SPECTRUM,SM,Spectrum Electrical Industries Limited,20,-,20,0
SPENCERS,EQ,Spencer's Retail Limited,20,-,20,0
SPIC,EQ,Southern Petrochemicals Industries Corporation  Limited,20,-,20,0
SPICEJET,EQ,SPICEJET LTD,20,-,20,0
SPLIL,EQ,SPL Industries Limited,20,-,20,0
SREEL,EQ,Sreeleathers Limited,20,-,20,0
SREINFRA,EQ,SREI Infrastructure Finance Limited,20,-,20,0
SRHHYPOLTD,EQ,Sree Rayalaseema Hi-Strength Hypo Limited,20,-,20,0
SRIPIPES,EQ,Srikalahasthi Pipes Limited,20,-,20,0
SRPL,SM,Shree Ram Proteins Limited,20,-,20,0
SSWL,EQ,Steel Strips Wheels Limited,20,-,20,0
STAN,DR,Standard Chartered PLC,20,-,20,0
STAR,EQ,Strides Pharma Science Limited,20,-,20,0
STARCEMENT,EQ,Star Cement Limited,20,-,20,0
STARPAPER,EQ,Star Paper Mills Limited,20,-,20,0
STEELCITY,EQ,Steel City Securities Limited,20,-,20,0
STEL,EQ,Stel Holdings Limited,20,-,20,0
STERTOOLS,EQ,Sterling Tools Limited,20,-,20,0
STRTECH,EQ,Sterlite Technologies Limited,20,-,20,0
SUBEX,EQ,Subex Limited,20,-,20,0
SUBROS,EQ,Subros Limited,20,-,20,0
SUDARSCHEM,EQ,Sudarshan Chemical Industries Limited,20,-,20,0
SUMMITSEC,EQ,Summit Securities Limited,20,-,20,0
SUNCLAYLTD,EQ,Sundaram Clayton Limited,20,-,20,0
SUNDARMFIN,EQ,Sundaram Finance Limited,20,-,20,0
SUNDARMHLD,EQ,Sundaram Finance Holdings Limited,20,-,20,0
SUNDRMBRAK,EQ,Sundaram Brake Linings Limited,20,-,20,0
SUNDRMFAST,EQ,Sundram Fasteners Limited,20,-,20,0
SUNFLAG,EQ,Sunflag Iron And Steel Company Limited,20,-,20,0
SUNTECK,EQ,Sunteck Realty Limited,20,-,20,0
SUPERHOUSE,EQ,Superhouse Limited,20,-,20,0
SUPPETRO,EQ,Supreme Petrochem Limited,20,-,20,0
SUPRAJIT,EQ,Suprajit Engineering Limited,20,-,20,0
SUPREMEENG,SM,Supreme Engineering Limited,20,-,20,0
SUPREMEIND,EQ,Supreme Industries Limited,20,-,20,0
SURANAT&P,EQ,Surana Telecom and Power Limited,20,-,20,0
SURANI,SM,Surani Steel Tubes Limited,20,-,20,0
SURYALAXMI,EQ,Suryalakshmi Cotton Mills Limited,20,-,20,0
SURYAROSNI,EQ,Surya Roshni Limited,20,-,20,0
SUTLEJTEX,EQ,Sutlej Textiles and Industries Limited,20,-,20,0
SVLL,SM,Shree Vasu Logistics Limited,20,-,20,0
SWANENERGY,EQ,Swan Energy Limited,20,-,20,0
SWARAJENG,EQ,Swaraj Engines Limited,20,-,20,0
SWELECTES,EQ,Swelect Energy Systems Limited,20,-,20,0
SWSOLAR,EQ,Sterling And Wilson Solar Limited,20,-,20,0
SYMPHONY,EQ,Symphony Limited,20,-,20,0
SYNDIBANK,EQ,Syndicate Bank,20,-,20,0
SYNGENE,EQ,Syngene International Limited,20,-,20,0
TAINWALCHM,EQ,Tainwala Chemical and Plastic (I) Limited,20,-,20,0
TAJGVK,EQ,Taj GVK Hotels & Resorts Limited,20,-,20,0
TAKE,EQ,Take Solutions Limited,20,-,20,0
TALBROAUTO,EQ,Talbros Automotive Components Limited,20,-,20,0
TARACHAND,SM,Tara Chand Logistic Solutions Limited,20,-,20,0
TASTYBITE,EQ,Tasty Bite Eatables Limited,20,-,20,0
TATACOFFEE,EQ,Tata Coffee Limited,20,-,20,0
TATACOMM,EQ,Tata Communications Limited,20,-,20,0
TATAELXSI,EQ,Tata Elxsi Limited,20,-,20,0
TATAINVEST,EQ,Tata Investment Corporation Limited,20,-,20,0
TATAMETALI,EQ,Tata Metaliks Limited,20,-,20,0
TATAMTRDVR,EQ,Tata Motors Limited,20,-,20,0
TATASTLBSL,EQ,Tata Steel Bsl Limited,20,-,20,0
TATASTLLP,EQ,Tata Steel Long Products Limited,20,-,20,0
TBZ,EQ,Tribhovandas Bhimji Zaveri Limited,20,-,20,0
TCI,EQ,Transport Corporation of India Limited,20,-,20,0
TCIDEVELOP,EQ,TCI Developers Limited,20,-,20,0
TCIEXP,EQ,TCI Express Limited,20,-,20,0
TCNSBRANDS,EQ,TCNS Clothing Co. Limited,20,-,20,0
TCPLPACK,EQ,TCPL Packaging Limited,20,-,20,0
TDPOWERSYS,EQ,TD Power Systems Limited,20,-,20,0
TEAMLEASE,EQ,Teamlease Services Limited,20,-,20,0
TECHNOE,EQ,Techno Electric & Engineering Company Limited,20,-,20,0
TEJASNET,EQ,Tejas Networks Limited,20,-,20,0
TERASOFT,EQ,Tera Software Limited,20,-,20,0
TEXINFRA,EQ,Texmaco Infrastructure & Holdings Limited,20,-,20,0
TEXMOPIPES,EQ,Texmo Pipes and Products Limited,20,-,20,0
TEXRAIL,EQ,Texmaco Rail & Engineering Limited,20,-,20,0
TFCILTD,EQ,Tourism Finance Corporation of India Limited,20,-,20,0
THANGAMAYL,EQ,Thangamayil Jewellery Limited,20,-,20,0
THEINVEST,EQ,The Investment Trust Of India Limited,20,-,20,0
THERMAX,EQ,Thermax Limited,20,-,20,0
THOMASCOOK,EQ,Thomas Cook  (India)  Limited,20,-,20,0
THYROCARE,EQ,Thyrocare Technologies Limited,20,-,20,0
TIDEWATER,EQ,Tide Water Oil Company (India) Limited,20,-,20,0
TIIL,EQ,Technocraft Industries (India) Limited,20,-,20,0
TIINDIA,EQ,Tube Investments of India Limited,20,-,20,0
TIL,EQ,TIL Limited,20,-,20,0
TIMESGTY,EQ,Times Guaranty Limited,20,-,20,0
TIMETECHNO,EQ,Time Technoplast Limited,20,-,20,0
TIMKEN,EQ,Timken India Limited,20,-,20,0
TINPLATE,EQ,The Tinplate Company of India Limited,20,-,20,0
TIRUMALCHM,EQ,Thirumalai Chemicals Limited,20,-,20,0
TIRUPATI,SM,Shree Tirupati Balajee FIBC Limited,20,-,20,0
TNPETRO,EQ,Tamilnadu PetroProducts Limited,20,-,20,0
TNPL,EQ,Tamil Nadu Newsprint & Papers Limited,20,-,20,0
TPLPLASTEH,EQ,TPL Plastech Limited,20,-,20,0
TREJHARA,EQ,TREJHARA SOLUTIONS LIMITED,20,-,20,0
TRENT,EQ,Trent Limited,20,-,20,0
TRF,EQ,TRF Limited,20,-,20,0
TRIDENT,EQ,Trident Limited,20,-,20,0
TRIGYN,EQ,Trigyn Technologies Limited,20,-,20,0
TRIL,EQ,Transformers And Rectifiers (India) Limited,20,-,20,0
TRITURBINE,EQ,Triveni Turbine Limited,20,-,20,0
TRIVENI,EQ,Triveni Engineering & Industries Limited,20,-,20,0
TTKHLTCARE,EQ,TTK Healthcare Limited,20,-,20,0
TTKPRESTIG,EQ,TTK Prestige Limited,20,-,20,0
TTL,EQ,T T Limited,20,-,20,0
TTML,EQ,Tata Teleservices (Maharashtra) Limited,20,-,20,0
TV18BRDCST,EQ,TV18 Broadcast Limited,20,-,20,0
TVSSRICHAK,EQ,TVS Srichakra Limited,20,-,20,0
TVTODAY,EQ,TV Today Network Limited,20,-,20,0
TWL,EQ,Titagarh Wagons Limited,20,-,20,0
UCALFUEL,EQ,Ucal Fuel Systems Limited,20,-,20,0
UCL,SM,Ushanti Colour Chem Limited,20,-,20,0
UCOBANK,EQ,UCO Bank,20,-,20,0
UFLEX,EQ,UFLEX Limited,20,-,20,0
UFO,EQ,UFO Moviez India Limited,20,-,20,0
UGARSUGAR,EQ,The Ugar Sugar Works Limited,20,-,20,0
UJJIVANSFB,EQ,Ujjivan Small Finance Bank Limited,20,-,20,0
UMANGDAIRY,EQ,Umang Dairies Limited,20,-,20,0
UNICHEMLAB,EQ,Unichem Laboratories Limited,20,-,20,0
UNIENTER,EQ,Uniphos Enterprises Limited,20,-,20,0
UNIINFO,SM,Uniinfo Telecom Services Limited,20,-,20,0
UNIONBANK,EQ,Union Bank of India,20,-,20,0
UNITEDBNK,EQ,United Bank of India,20,-,20,0
UNITEDTEA,EQ,The United Nilgiri Tea Estates Company Limited,20,-,20,0
UNIVASTU,SM,Univastu India Limited,20,-,20,0
UNIVCABLES,EQ,Universal Cables Limited,20,-,20,0
URAVI,SM,Uravi T and Wedge Lamps Limited,20,-,20,0
USHAMART,EQ,Usha Martin Limited,20,-,20,0
UTINEXT50,EQ,UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N,20,-,20,0
UTINIFTETF,EQ,UTI Mutual Fund - UTI-Nifty Exchange Traded Fund,20,-,20,0
UTISENSETF,EQ,UTI Mutual Fund - UTI-Sensex Exchange Traded Fund,20,-,20,0
UTISXN50,EQ,UTI S&P BSE Sensex Next 50 ETF,20,-,20,0
UTTAMSUGAR,EQ,Uttam Sugar Mills Limited,20,-,20,0
V2RETAIL,EQ,V2 Retail Limited,20,-,20,0
VADILALIND,EQ,Vadilal Industries Limited,20,-,20,0
