Symbol,Series,Security Name,Band,Remarks
KEEPLEARN,BE,DSJ KEEP LEARNING LIMITED,2,"GSM STAGE - 0"
KRIDHANINF,BE,KRIDHAN INFRA LIMITED,2,"GSM STAGE - 0"
LATTEYS,BE,LATTEYS INDUSTRIES LIMITED,2,"-"
LCCINFOTEC,BE,LCC INFOTECH LIMITED,2,"-"
MADHAV,BE,MADHAV MARBLES AND GRANITES LIMITED,2,"-"
MALUPAPER,BE,MALU PAPER MILLS LIMITED,2,"-"
MANAKCOAT,BE,MANAKSIA COATED METALS & INDUSTRIES LIMITED,2,"-"
MANAKSTEEL,BE,MANAKSIA STEELS LIMITED,2,"-"
MARSHALL,BE,MARSHALL MACHINES LIMITED,2,"-"
MKPL,BE,M K PROTEINS LIMITED,2,"-"
MODTHREAD,BE,MODERN THREADS (INDIA) LIMITED,2,"-"
MOKSH,BE,MOKSH ORNAMENTS LIMITED,2,"-"
NARMADA,BE,NARMADA AGROBASE LIMITED,2,"-"
NILASPACES,BE,NILA SPACES LIMITED,2,"-"
NITIRAJ,BE,NITIRAJ ENGINEERS LIMITED,2,"-"
ONELIFECAP,BE,ONELIFE CAPITAL ADVISORS LIMITED,2,"-"
PALREDTEC,BE,PALRED TECHNOLOGIES LIMITED,2,"-"
PRAKASHSTL,BE,PRAKASH STEELAGE LIMITED,2,"-"
PRAXIS,BE,PRAXIS HOME RETAIL LIMITED,2,"GSM STAGE - 0"
RAJRILTD,BE,RAJ RAYON INDUSTRIES LIMITED,2,"-"
RAJTV,BE,RAJ TELEVISION NETWORK LIMITED,2,"-"
REGENCERAM,BE,REGENCY CERAMICS LIMITED,2,"GSM STAGE - 0"
ROLLT,BE,ROLLATAINERS LIMITED,2,"-"
SABEVENTS,BE,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,2,"-"
SABTNL,BE,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,2,"-"
SALSTEEL,BE,S.A.L. STEEL LIMITED,2,"-"
SECURKLOUD,BE,SECUREKLOUD TECHNOLOGIES LIMITED,2,"-"
SETCO,BE,SETCO AUTOMOTIVE LIMITED,2,"-"
SHREERAMA,BE,SHREE RAMA MULTI-TECH LIMITED,2,"-"
SITINET,BE,SITI NETWORKS LIMITED,2,"-"
SPYL,BE,SHEKHAWATI POLY-YARN LIMITED,2,"-"
SUPREMEENG,BE,SUPREME ENGINEERING LIMITED,2,"GSM STAGE - 0"
SUPREMEINF,BZ,SUPREME INFRASTRUCTURE INDIA LIMITED,2,"-"
TARMAT,BE,TARMAT LIMITED,2,"-"
TECHIN,BE,TECHINDIA NIRMAN LIMITED,2,"-"
TFL,BE,TRANSWARRANTY FINANCE LIMITED,2,"-"
TIL,BZ,TIL LIMITED,2,"-"
TVVISION,BE,TV VISION LIMITED,2,"-"
VASWANI,BE,VASWANI INDUSTRIES LIMITED,2,"-"
VIJIFIN,BE,VIJI FINANCE LIMITED,2,"GSM STAGE - 0"
VIPULLTD,BE,VIPUL LIMITED,2,"-"
VIVIDHA,BE,VISAGAR POLYTEX LIMITED,2,"-"
WINSOME,BE,WINSOME YARNS LIMITED,2,"-"
ZEELEARN,BE,ZEE LEARN LIMITED,2,"-"
ZODIAC,BE,ZODIAC ENERGY LIMITED,2,"-"
63MOONS,EQ,63 MOONS TECHNOLOGIES LIMITED,5,"-"
A2ZINFRA,BE,A2Z INFRA ENGINEERING LIMITED,5,"-"
AAATECH,BE,AAA TECHNOLOGIES LIMITED,5,"-"
AAREYDRUGS,BE,AAREY DRUGS & PHARMACEUTICALS LIMITED,5,"-"
AARTECH,BE,AARTECH SOLONICS LIMITED,5,"-"
ABCOTS,SM,A B COTSPIN INDIA LIMITED,5,"-"
ACCORD,SM,ACCORD SYNERGY LIMITED,5,"-"
ACL,EQ,ANDHRA CEMENTS LIMITED,5,"-"
ADROITINFO,EQ,ADROIT INFOTECH LIMITED,5,"-"
AGARWALFT,ST,AGARWAL FLOAT GLASS INDIA LIMITED,5,"-"
AGNI,SM,AGNI GREEN POWER LIMITED,5,"-"
AGUL,SM,A G UNIVERSAL LIMITED,5,"-"
AHIMSA,ST,AHIMSA INDUSTRIES LIMITED,5,"-"
AHLADA,BE,AHLADA ENGINEERS LIMITED,5,"-"
AILIMITED,ST,ABHISHEK INTEGRATIONS LIMITED,5,"-"
AIMTRON,ST,AIMTRON ELECTRONICS LIMITED,5,"-"
AISL,ST,ANI INTEGRATED SERVICES LIMITED,5,"-"
AKI,EQ,AKI INDIA LIMITED,5,"-"
AKSHAR,BE,AKSHAR SPINTEX LIMITED,5,"-"
AKSHOPTFBR,BE,AKSH OPTIFIBRE LIMITED,5,"-"
ALMONDZ,EQ,ALMONDZ GLOBAL SECURITIES LIMITED,5,"-"
ALPEXSOLAR,SM,ALPEX SOLAR LIMITED,5,"-"
AMBANIORG,SM,AMBANI ORGANICS LIMITED,5,"-"
AMBICAAGAR,EQ,AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,5,"-"
ANKITMETAL,BE,ANKIT METAL & POWER LIMITED,5,"-"
ANMOL,BE,ANMOL INDIA LIMITED,5,"-"
ANSALAPI,BZ,ANSAL PROPERTIES & INFRASTRUCTURE LIMITED,5,"-"
APOLLO,EQ,APOLLO MICRO SYSTEMS LIMITED,5,"-"
APS,SM,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,5,"-"
ARHAM,ST,ARHAM TECHNOLOGIES LIMITED,5,"-"
ARSHIYA,BE,ARSHIYA LIMITED,5,"-"
ARVEE,BE,ARVEE LABORATORIES (INDIA) LIMITED,5,"-"
ASCOM,ST,ASCOM LEASING & INVESTMENTS LIMITED,5,"-"
ASHIMASYN,EQ,ASHIMA LIMITED,5,"-"
ASHOKAMET,EQ,ASHOKA METCAST LIMITED,5,"-"
ASIANENE,EQ,ASIAN ENERGY SERVICES LIMITED,5,"-"
ASIANHOTNR,BE,ASIAN HOTELS (NORTH) LIMITED,5,"-"
ASLIND,ST,ASL INDUSTRIES LIMITED,5,"-"
ATALREAL,BE,ATAL REALTECH LIMITED,5,"-"
ATAM,BE,ATAM VALVES LIMITED,5,"-"
ATMASTCO,SM,ATMASTCO LIMITED,5,"-"
AURIONPRO,EQ,AURIONPRO SOLUTIONS LIMITED,5,"-"
AUSOMENT,BE,AUSOM ENTERPRISE LIMITED,5,"-"
AVSL,ST,AVSL INDUSTRIES LIMITED,5,"-"
AZAD,EQ,AZAD ENGINEERING LIMITED,5,"-"
BAGFILMS,BE,B.A.G FILMS AND MEDIA LIMITED,5,"-"
BAHETI,SM,BAHETI RECYCLING INDUSTRIES LIMITED,5,"-"
BCG,BZ,BRIGHTCOM GROUP LIMITED,5,"-"
BEACON,ST,BEACON TRUSTEESHIP LIMITED,5,"-"
BEDMUTHA,EQ,BEDMUTHA INDUSTRIES LIMITED,5,"-"
BIL,BE,BHARTIYA INTERNATIONAL LIMITED,5,"-"
BINANIIND,BE,BINANI INDUSTRIES LIMITED,5,"GSM STAGE - 0"
BLBLIMITED,BE,BLB LIMITED,5,"-"
BMETRICS,SM,BOMBAY METRICS SUPPLY CHAIN LIMITED,5,"-"
BOROSCI,BE,BOROSIL SCIENTIFIC LIMITED,5,"-"
BROOKS,BE,BROOKS LABORATORIES LIMITED,5,"-"
BTML,BE,BODHI TREE MULTIMEDIA LIMITED,5,"-"
CADSYS,ST,CADSYS (INDIA) LIMITED,5,"-"
CALSOFT,BE,CALIFORNIA SOFTWARE COMPANY LIMITED,5,"-"
CEREBRAINT,BE,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,5,"-"
CGRAPHICS,SM,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,5,"-"
CINEVISTA,BE,CINEVISTA LIMITED,5,"-"
CLOUD,SM,VARANIUM CLOUD LIMITED,5,"-"
CMRSL,SM,CYBER MEDIA RESEARCH & SERVICES LIMITED,5,"-"
COMPINFO,BZ,COMPUAGE INFOCOM LIMITED,5,"-"
CONTI,SM,CONTINENTAL SEEDS AND CHEMICALS LIMITED,5,"-"
CPS,ST,C P S SHAPERS LIMITED,5,"-"
CREATIVEYE,BE,CREATIVE EYE LIMITED,5,"-"
CTE,BE,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,5,"-"
CUPID,BE,CUPID LIMITED,5,"-"
CYBERMEDIA,BE,CYBER MEDIA (INDIA) LIMITED,5,"-"
DBSTOCKBRO,EQ,DB (INTERNATIONAL) STOCK BROKERS LIMITED,5,"-"
DCI,BE,DC INFOTECH AND COMMUNICATION LIMITED,5,"-"
DCMFINSERV,BE,DCM FINANCIAL SERVICES LIMITED,5,"GSM STAGE - 0"
DELPHIFX,BE,DELPHI WORLD MONEY LIMITED,5,"-"
DESTINY,ST,DESTINY LOGISTICS & INFRA LIMITED,5,"-"
DGCONTENT,BE,DIGICONTENT LIMITED,5,"GSM STAGE - II"
DHANBANK,EQ,DHANLAXMI BANK LIMITED,5,"-"
DHTL,SM,DOCMODE HEALTH TECHNOLOGIES LIMITED,5,"-"
DIACABS,BE,DIAMOND POWER INFRASTRUCTURE LIMITED,5,"-"
DIGIDRIVE,BE,DIGIDRIVE DISTRIBUTORS LIMITED,5,"-"
DIGJAMLMTD,BE,DIGJAM LIMITED,5,"-"
DJML,BE,DJ MEDIAPRINT & LOGISTICS LIMITED,5,"-"
DOLPHIN,BE,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,5,"-"
DREDGECORP,EQ,DREDGING CORPORATION OF INDIA LIMITED,5,"-"
DRONE,SM,DRONE DESTINATION LIMITED,5,"-"
DRSCARGO,ST,DRS CARGO MOVERS LIMITED,5,"-"
DYNAMIC,SM,DYNAMIC SERVICES & SECURITY LIMITED,5,"-"
E2E,BE,E2E NETWORKS LIMITED,5,"-"
EIMCOELECO,BE,EIMCO ELECON (INDIA) LIMITED,5,"-"
ENERGYDEV,EQ,ENERGY DEVELOPMENT COMPANY LIMITED,5,"-"
EQUIPPP,BE,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
ESCONET,SM,ESCONET TECHNOLOGIES LIMITED,5,"-"
ESSENTIA,BE,INTEGRA ESSENTIA LIMITED,5,"-"
EUROTEXIND,BE,EUROTEX INDUSTRIES AND EXPORTS LIMITED,5,"GSM STAGE - 0"
FELDVR,BE,FUTURE ENTERPRISES LIMITED,5,"GSM STAGE - 0"
FLEXITUFF,BE,FLEXITUFF VENTURES INTERNATIONAL LIMITED,5,"-"
FLFL,BZ,FUTURE LIFESTYLE FASHIONS LIMITED,5,"-"
FMNL,EQ,FUTURE MARKET NETWORKS LIMITED,5,"-"
FRETAIL,BZ,FUTURE RETAIL LIMITED,5,"GSM STAGE - 0"
FSC,BZ,FUTURE SUPPLY CHAIN SOLUTIONS LIMITED,5,"GSM STAGE - 0"
GALLANTT,BE,GALLANTT ISPAT LIMITED,5,"-"
GANGAFORGE,BE,GANGA FORGING LIMITED,5,"-"
GATECHDVR,BE,GACM TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
GAYAHWS,BE,GAYATRI HIGHWAYS LIMITED,5,"GSM STAGE - II"
GENSOL,EQ,GENSOL ENGINEERING LIMITED,5,"-"
GENUSPOWER,EQ,GENUS POWER INFRASTRUCTURES LIMITED,5,"-"
GET&D,BE,GE T&D INDIA LIMITED,5,"-"
GICL,SM,GLOBE INTERNATIONAL CARRIERS LIMITED,5,"-"
GINNIFILA,EQ,GINNI FILAMENTS LIMITED,5,"-"
GIRIRAJ,ST,GIRIRAJ CIVIL DEVELOPERS LIMITED,5,"-"
GKWLIMITED,BE,GKW LIMITED,5,"-"
GLOBAL,BE,GLOBAL EDUCATION LIMITED,5,"-"
GMRP&UI,EQ,GMR POWER AND URBAN INFRA LIMITED,5,"-"
GODHA,EQ,GODHA CABCON & INSULATION LIMITED,5,"-"
GOENKA,BZ,GOENKA DIAMOND AND JEWELS LIMITED,5,"-"
GOLDENTOBC,BZ,GOLDEN TOBACCO LIMITED,5,"GSM STAGE - 0"
GOLDKART,ST,GOLDKART JEWELS LIMITED,5,"-"
GPTINFRA,BE,GPT INFRAPROJECTS LIMITED,5,"-"
GRAPHISAD,SM,GRAPHISADS LIMITED,5,"-"
GRCL,SM,GAYATRI RUBBERS AND CHEMICALS LIMITED,5,"-"
GREENPOWER,EQ,ORIENT GREEN POWER COMPANY LIMITED,5,"-"
GRETEX,ST,GRETEX INDUSTRIES LIMITED,5,"-"
GSMFOILS,ST,GSM FOILS LIMITED,5,"-"
GSS,BE,GSS INFOTECH LIMITED,5,"-"
GTLINFRA,EQ,GTL INFRASTRUCTURE LIMITED,5,"-"
GVKPIL,BE,GVK POWER & INFRASTRUCTURE LIMITED,5,"-"
GVPTECH,BE,GVP INFOTECH LIMITED,5,"-"
HAVISHA,EQ,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,5,"-"
HCL-INSYS,BE,HCL INFOSYSTEMS LIMITED,5,"GSM STAGE - 0"
HDIL,BZ,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,5,"-"
HEADSUP,BE,HEADS UP VENTURES LIMITED,5,"-"
HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,5,"-"
HERITGFOOD,EQ,HERITAGE FOODS LIMITED,5,"-"
HINDCON,BE,HINDCON CHEMICALS LIMITED,5,"-"
HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,5,"-"
HINDNATGLS,BE,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,5,"-"
HIRECT,EQ,HIND RECTIFIERS LIMITED,5,"-"
HITECHGEAR,BE,THE HI-TECH GEARS LIMITED,5,"-"
HLVLTD,BE,HLV LIMITED,5,"-"
HMT,BZ,HMT LIMITED,5,"-"
HOMESFY,ST,HOMESFY REALTY LIMITED,5,"-"
HOVS,BE,HOV SERVICES LIMITED,5,"-"
HSCL,EQ,HIMADRI SPECIALITY CHEMICAL LIMITED,5,"-"
HUBTOWN,EQ,HUBTOWN LIMITED,5,"-"
HYBRIDFIN,EQ,HYBRID FINANCIAL SERVICES LIMITED,5,"-"
IITL,EQ,INDUSTRIAL INVESTMENT TRUST LIMITED,5,"-"
IL&FSENGG,BZ,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,5,"-"
IL&FSTRANS,BZ,IL&FS TRANSPORTATION NETWORKS LIMITED,5,"GSM STAGE - 0"
IMPEXFERRO,BE,IMPEX FERRO TECH LIMITED,5,"-"
INDOTECH,BE,INDO TECH TRANSFORMERS LIMITED,5,"-"
INDOTHAI,EQ,INDO THAI SECURITIES LIMITED,5,"-"
INDSWFTLTD,BE,IND-SWIFT LIMITED,5,"-"
INFOMEDIA,EQ,INFOMEDIA PRESS LIMITED,5,"GSM STAGE - I"
INSPIRE,SM,INSPIRE FILMS LIMITED,5,"-"
ISHAN,SM,ISHAN INTERNATIONAL LIMITED,5,"-"
IWEL,BE,INOX WIND ENERGY LIMITED,5,"-"
JAIBALAJI,BE,JAI BALAJI INDUSTRIES LIMITED,5,"-"
JAINAM,SM,JAINAM FERRO ALLOYS (I) LIMITED,5,"-"
JAKHARIA,ST,JAKHARIA FABRIC LIMITED,5,"-"
JETAIRWAYS,BZ,JET AIRWAYS (INDIA) LIMITED,5,"-"
JITFINFRA,EQ,JITF INFRALOGISTICS LIMITED,5,"-"
JPASSOCIAT,BE,JAIPRAKASH ASSOCIATES LIMITED,5,"-"
JPPOWER,EQ,JAIPRAKASH POWER VENTURES LIMITED,5,"-"
JSLL,ST,JEENA SIKHO LIFECARE LIMITED,5,"-"
JUBLINDS,EQ,JUBILANT INDUSTRIES LIMITED,5,"-"
JYOTISTRUC,EQ,JYOTI STRUCTURES LIMITED,5,"-"
KALYANI,BE,KALYANI COMMERCIALS LIMITED,5,"-"
KAMATHOTEL,EQ,KAMAT HOTELS (I) LIMITED,5,"-"
KARMAENG,EQ,KARMA ENERGY LIMITED,5,"-"
KAVVERITEL,BE,KAVVERI TELECOM PRODUCTS LIMITED,5,"-"
KCEIL,SM,KAY CEE ENERGY & INFRA LIMITED,5,"-"
KCK,ST,KCK INDUSTRIES LIMITED,5,"-"
KERNEX,EQ,KERNEX MICROSYSTEMS (INDIA) LIMITED,5,"-"
KEYFINSERV,BE,KEYNOTE FINANCIAL SERVICES LIMITED,5,"-"
KKVAPOW,SM,KKV AGRO POWERS LIMITED,5,"-"
KODYTECH,SM,KODY TECHNOLAB LIMITED,5,"-"
KONSTELEC,SM,KONSTELEC ENGINEERS LIMITED,5,"-"
KONTOR,SM,KONTOR SPACE LIMITED,5,"-"
KPIGREEN,EQ,KPI GREEN ENERGY LIMITED,5,"-"
KRISHIVAL,SM,KRISHIVAL FOODS LIMITED,5,"-"
KRITIKA,EQ,KRITIKA WIRES LIMITED,5,"-"
KRONOX,BE,KRONOX LAB SCIENCES LIMITED,5,"-"
LAGNAM,BE,LAGNAM SPINTEX LIMITED,5,"-"
LAKPRE,BZ,LAKSHMI PRECISION SCREWS LIMITED,5,"GSM STAGE - 0"
LATENTVIEW,BE,LATENT VIEW ANALYTICS LIMITED,5,"-"
LGHL,BE,LAXMI GOLDORNA HOUSE LIMITED,5,"-"
LIQUIDBEES,EQ,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES,5,"-"
LLOYDS,SM,LLOYDS LUXURIES LIMITED,5,"-"
LOKESHMACH,BE,LOKESH MACHINES LIMITED,5,"-"
LORDSCHLO,BE,LORDS CHLORO ALKALI LIMITED,5,"-"
LRRPL,SM,LEAD RECLAIM AND RUBBER PRODUCTS LIMITED,5,"-"
MACPOWER,BE,MACPOWER CNC MACHINES LIMITED,5,"-"
MADHUCON,BE,MADHUCON PROJECTS LIMITED,5,"-"
MAGNUM,EQ,MAGNUM VENTURES LIMITED,5,"-"
MAITREYA,SM,MAITREYA MEDICARE LIMITED,5,"-"
MAKS,SM,MAKS ENERGY SOLUTIONS INDIA LIMITED,5,"-"
MANAV,SM,MANAV INFRA PROJECTS LIMITED,5,"-"
MANORAMA,BE,MANORAMA INDUSTRIES LIMITED,5,"-"
MANORG,BE,MANGALAM ORGANICS LIMITED,5,"-"
MASKINVEST,EQ,MASK INVESTMENTS LIMITED,5,"GSM STAGE - I"
MAXIND,EQ,MAX INDIA LIMITED,5,"-"
MBECL,BE,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,5,"GSM STAGE - 0"
MCL,EQ,MADHAV COPPER LIMITED,5,"-"
MCON,SM,MCON RASAYAN INDIA LIMITED,5,"-"
MEDICO,BE,MEDICO REMEDIES LIMITED,5,"-"
MEGAFLEX,SM,MEGA FLEX PLASTICS LIMITED,5,"-"
MEGASOFT,EQ,MEGASOFT LIMITED,5,"-"
MEP,BE,MEP INFRASTRUCTURE DEVELOPERS LIMITED,5,"GSM STAGE - 0"
MICEL,EQ,MIC ELECTRONICS LIMITED,5,"-"
MILTON,SM,MILTON INDUSTRIES LIMITED,5,"-"
MINDPOOL,ST,MINDPOOL TECHNOLOGIES LIMITED,5,"-"
MIRCELECTR,EQ,MIRC ELECTRONICS LIMITED,5,"-"
MODIRUBBER,BE,MODI RUBBER LIMITED,5,"-"
MODISONLTD,BE,MODISON LIMITED,5,"-"
MONOPHARMA,SM,MONO PHARMACARE LIMITED,5,"-"
MORARJEE,BE,MORARJEE TEXTILES LIMITED,5,"-"
MPTODAY,SM,MADHYA PRADESH TODAY MEDIA LIMITED,5,"-"
MRO-TEK,BE,MRO-TEK REALTY LIMITED,5,"-"
MSPL,EQ,MSP STEEL & POWER LIMITED,5,"-"
MTEDUCARE,BE,MT EDUCARE LIMITED,5,"-"
NAGREEKCAP,EQ,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,5,"GSM STAGE - I"
NILAINFRA,EQ,NILA INFRASTRUCTURES LIMITED,5,"-"
NIRAJISPAT,BE,NIRAJ ISPAT INDUSTRIES LIMITED,5,"-"
NITCO,BE,NITCO LIMITED,5,"-"
NKIND,EQ,NK INDUSTRIES LIMITED,5,"-"
NOIDATOLL,BE,NOIDA TOLL BRIDGE COMPANY LIMITED,5,"-"
NORBTEAEXP,EQ,NORBEN TEA & EXPORTS LIMITED,5,"-"
NTL,BE,NEUEON TOWERS LIMITED,5,"-"
OILCOUNTUB,BE,OIL COUNTRY TUBULAR LIMITED,5,"-"
OMAXAUTO,BE,OMAX AUTOS LIMITED,5,"-"
OMKARCHEM,BZ,OMKAR SPECIALITY CHEMICALS LIMITED,5,"GSM STAGE - 0"
ORIENTLTD,EQ,ORIENT PRESS LIMITED,5,"-"
ORTEL,BZ,ORTEL COMMUNICATIONS LIMITED,5,"GSM STAGE - 0"
OSIAHYPER,BE,OSIA HYPER RETAIL LIMITED,5,"-"
OSWALSEEDS,BE,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,5,"-"
OWAIS,SM,OWAIS METAL AND MINERAL PROCESSING LIMITED,5,"-"
PARACABLES,BE,PARAMOUNT COMMUNICATIONS LIMITED,5,"-"
PARASPETRO,BE,PARAS PETROFILS LIMITED,5,"-"
PARIN,SM,PARIN FURNITURE LIMITED,5,"-"
PASHUPATI,SM,PASHUPATI COTSPIN LIMITED,5,"-"
PATTECH,ST,PATTECH FITWELL TUBE COMPONENTS LIMITED,5,"-"
PEARLPOLY,BE,PEARL POLYMERS LIMITED,5,"-"
PERFECT,SM,PERFECT INFRAENGINEERS LIMITED,5,"-"
PIGL,BE,POWER & INSTRUMENTATION (GUJARAT) LIMITED,5,"-"
PODDARHOUS,BZ,PODDAR HOUSING AND DEVELOPMENT LIMITED,5,"-"
PRAENG,BE,PRAJAY ENGINEERS SYNDICATE LIMITED,5,"-"
PRAMARA,SM,PRAMARA PROMOTIONS LIMITED,5,"-"
PRATHAM,SM,PRATHAM EPC PROJECTS LIMITED,5,"-"
PREMIER,BE,PREMIER LIMITED,5,"GSM STAGE - 0"
PRITIKA,SM,PRITIKA ENGINEERING COMPONENTS LIMITED,5,"-"
PRITIKAUTO,EQ,PRITIKA AUTO INDUSTRIES LIMITED,5,"-"
PROLIFE,SM,PROLIFE INDUSTRIES LIMITED,5,"-"
PRUDMOULI,BE,PRUDENTIAL SUGAR CORPORATION LIMITED,5,"-"
PULZ,SM,PULZ ELECTRONICS LIMITED,5,"-"
PURVA,BE,PURAVANKARA LIMITED,5,"-"
PVP,EQ,PVP VENTURES LIMITED,5,"-"
QFIL,SM,QUALITY FOILS (INDIA) LIMITED,5,"-"
QUADPRO,SM,QUADPRO ITES LIMITED,5,"-"
RADAAN,BE,RADAAN MEDIAWORKS INDIA LIMITED,5,"GSM STAGE - II"
RAJMET,BE,RAJNANDINI METAL LIMITED,5,"-"
RAMCOSYS,BE,RAMCO SYSTEMS LIMITED,5,"-"
RBZJEWEL,BE,RBZ JEWELLERS LIMITED,5,"-"
RCOM,BE,RELIANCE COMMUNICATIONS LIMITED,5,"-"
REFRACTORY,SM,REFRACTORY SHAPES LIMITED,5,"-"
RELIABLE,SM,RELIABLE DATA SERVICES LIMITED,5,"-"
REMSONSIND,EQ,REMSONS INDUSTRIES LIMITED,5,"-"
REXPIPES,SM,REX PIPES AND CABLES INDUSTRIES LIMITED,5,"-"
RHFL,BE,RELIANCE HOME FINANCE LIMITED,5,"-"
RICHA,SM,RICHA INFO SYSTEMS LIMITED,5,"-"
RKDL,EQ,RAVI KUMAR DISTILLERIES LIMITED,5,"-"
ROLTA,BZ,ROLTA INDIA LIMITED,5,"-"
ROML,BE,RAJ OIL MILLS LIMITED,5,"-"
RPOWER,EQ,RELIANCE POWER LIMITED,5,"-"
RPPINFRA,BE,R.P.P. INFRA PROJECTS LIMITED,5,"-"
RSSOFTWARE,BE,R. S. SOFTWARE (INDIA) LIMITED,5,"-"
RTNPOWER,BE,RATTANINDIA POWER LIMITED,5,"-"
SABAR,SM,SABAR FLEX INDIA LIMITED,5,"-"
SADBHAV,BE,SADBHAV ENGINEERING LIMITED,5,"-"
SADBHIN,EQ,SADBHAV INFRASTRUCTURE PROJECT LIMITED,5,"GSM STAGE - 0"
SAHANA,SM,SAHANA SYSTEM LIMITED,5,"-"
SALASAR,EQ,SALASAR TECHNO ENGINEERING LIMITED,5,"-"
SAMBHAAV,EQ,SAMBHAAV MEDIA LIMITED,5,"-"
SAMPANN,EQ,SAMPANN UTPADAN INDIA LIMITED,5,"-"
SANCO,BZ,SANCO INDUSTRIES LIMITED,5,"GSM STAGE - 0"
SANOFI,BE,SANOFI INDIA LIMITED,5,"-"
SARTELE,SM,SAR TELEVENTURE LIMITED,5,"-"
SARVESHWAR,EQ,SARVESHWAR FOODS LIMITED,5,"-"
SCHNEIDER,EQ,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,5,"-"
SECL,SM,SALASAR EXTERIORS AND CONTOUR LIMITED,5,"-"
SECMARK,BE,SECMARK CONSULTANCY LIMITED,5,"-"
SECURCRED,EQ,SECUR CREDENTIALS LIMITED,5,"-"
SEJALLTD,BE,SEJAL GLASS LIMITED,5,"-"
SEMAC,BE,SEMAC CONSULTANTS LIMITED,5,"-"
SETUINFRA,BZ,SETUBANDHAN INFRASTRUCTURE LIMITED,5,"GSM STAGE - 0"
SEYAIND,BE,SEYA INDUSTRIES LIMITED,5,"-"
SHAIVAL,ST,SHAIVAL REALITY LIMITED,5,"-"
SHAKTIPUMP,BE,SHAKTI PUMPS (INDIA) LIMITED,5,"-"
SHANTI,BE,SHANTI OVERSEAS (INDIA) LIMITED,5,"-"
