Symbol,Series,Security Name,Band,Remarks
TIJARIA,BE,TIJARIA POLYPIPES LIMITED,2,"GSM STAGE - 0"
TIL,BZ,TIL LIMITED,2,"-"
TIRUPATIFL,BE,TIRUPATI FORGE LIMITED,2,"-"
TNTELE,BE,TAMILNADU TELECOMMUNICATION LIMITED,2,"-"
TVVISION,BE,TV VISION LIMITED,2,"-"
UMESLTD,BE,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,2,"GSM STAGE - 0"
VIJIFIN,BE,VIJI FINANCE LIMITED,2,"-"
VIVIDHA,BE,VISAGAR POLYTEX LIMITED,2,"GSM STAGE - 0"
VSTL,BE,VIBHOR STEEL TUBES LIMITED,2,"-"
WINSOME,BE,WINSOME YARNS LIMITED,2,"-"
ZEELEARN,BE,ZEE LEARN LIMITED,2,"-"
ZENITHSTL,BE,ZENITH STEEL PIPES & INDUSTRIES LIMITED,2,"-"
ZODIAC,BE,ZODIAC ENERGY LIMITED,2,"-"
63MOONS,EQ,63 MOONS TECHNOLOGIES LIMITED,5,"-"
A2ZINFRA,BE,A2Z INFRA ENGINEERING LIMITED,5,"-"
AAKASH,BE,AAKASH EXPLORATION SERVICES LIMITED,5,"-"
AARTECH,BE,AARTECH SOLONICS LIMITED,5,"-"
AARVEEDEN,BE,AARVEE DENIMS & EXPORTS LIMITED,5,"-"
ABCOTS,SM,A B COTSPIN INDIA LIMITED,5,"-"
ABMINTLLTD,BE,ABM INTERNATIONAL LIMITED,5,"-"
ACCORD,SM,ACCORD SYNERGY LIMITED,5,"-"
ACCURACY,BE,ACCURACY SHIPPING LIMITED,5,"-"
ACSAL,SM,ARVIND AND COMPANY SHIPPING AGENCIES LIMITED,5,"-"
AGARWALFT,ST,AGARWAL FLOAT GLASS INDIA LIMITED,5,"-"
AGNI,SM,AGNI GREEN POWER LIMITED,5,"-"
AGUL,SM,A G UNIVERSAL LIMITED,5,"-"
AHIMSA,ST,AHIMSA INDUSTRIES LIMITED,5,"-"
AHLADA,BE,AHLADA ENGINEERS LIMITED,5,"-"
AILIMITED,ST,ABHISHEK INTEGRATIONS LIMITED,5,"-"
AIMTRON,ST,AIMTRON ELECTRONICS LIMITED,5,"-"
AISL,SM,ANI INTEGRATED SERVICES LIMITED,5,"-"
AJMERA,BE,AJMERA REALTY & INFRA INDIA LIMITED,5,"-"
AJOONI,EQ,AJOONI BIOTECH LIMITED,5,"-"
AKANKSHA,ST,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,5,"-"
AKI,EQ,AKI INDIA LIMITED,5,"-"
ALMONDZ,EQ,ALMONDZ GLOBAL SECURITIES LIMITED,5,"-"
ALPEXSOLAR,ST,ALPEX SOLAR LIMITED,5,"-"
ALPHAGEO,BE,ALPHAGEO (INDIA) LIMITED,5,"-"
ALUWIND,ST,ALUWIND ARCHITECTURAL LIMITED,5,"-"
AMBANIORGO,SM,AMBANI ORGOCHEM LIMITED,5,"-"
AMEYA,SM,AMEYA PRECISION ENGINEERS LIMITED,5,"-"
AMJLAND,BE,AMJ LAND HOLDINGS LIMITED,5,"-"
ANIKINDS,BE,ANIK INDUSTRIES LIMITED,5,"-"
ANKITMETAL,BE,ANKIT METAL & POWER LIMITED,5,"-"
ANLON,ST,ANLON TECHNOLOGY SOLUTIONS LIMITED,5,"-"
ANMOL,BE,ANMOL INDIA LIMITED,5,"-"
ANSALAPI,BZ,ANSAL PROPERTIES & INFRASTRUCTURE LIMITED,5,"-"
ANTGRAPHIC,EQ,ANTARCTICA LIMITED,5,"-"
APRAMEYA,ST,APRAMEYA ENGINEERING LIMITED,5,"-"
APS,ST,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,5,"-"
ARSHIYA,BE,ARSHIYA LIMITED,5,"-"
ARSSINFRA,BE,ARSS INFRASTRUCTURE PROJECTS LIMITED,5,"-"
ARVEE,BE,ARVEE LABORATORIES (INDIA) LIMITED,5,"-"
ASCOM,ST,ASCOM LEASING & INVESTMENTS LIMITED,5,"-"
ASHALOG,ST,ASHAPURA LOGISTICS LIMITED,5,"-"
ASHIMASYN,EQ,ASHIMA LIMITED,5,"-"
ASIANHOTNR,EQ,ASIAN HOTELS (NORTH) LIMITED,5,"-"
ASLIND,SM,ASL INDUSTRIES LIMITED,5,"-"
ASMS,EQ,BARTRONICS INDIA LIMITED,5,"-"
ATALREAL,BE,ATAL REALTECH LIMITED,5,"-"
ATMASTCO,ST,ATMASTCO LIMITED,5,"-"
ATULAUTO,BE,ATUL AUTO LIMITED,5,"-"
AURIONPRO,EQ,AURIONPRO SOLUTIONS LIMITED,5,"-"
AUSOMENT,BE,AUSOM ENTERPRISE LIMITED,5,"-"
AVSL,ST,AVSL INDUSTRIES LIMITED,5,"-"
BAFNAPH,BE,BAFNA PHARMACEUTICALS LIMITED,5,"-"
BASILIC,ST,BASILIC FLY STUDIO LIMITED,5,"-"
BBOX,BE,BLACK BOX LIMITED,5,"-"
BEDMUTHA,EQ,BEDMUTHA INDUSTRIES LIMITED,5,"-"
BIL,BE,BHARTIYA INTERNATIONAL LIMITED,5,"-"
BIRDYS,ST,GRILL SPLENDOUR SERVICES LIMITED,5,"-"
BLBLIMITED,BE,BLB LIMITED,5,"-"
BLUEPEBBLE,SM,BLUE PEBBLE LIMITED,5,"-"
BPL,BE,BPL LIMITED,5,"-"
BRIGHT,SZ,BRIGHT SOLAR LIMITED,5,"-"
BULKCORP,ST,BULKCORP INTERNATIONAL LIMITED,5,"-"
CADSYS,SM,CADSYS (INDIA) LIMITED,5,"-"
CANARYS,ST,CANARYS AUTOMATIONS LIMITED,5,"-"
CEREBRAINT,EQ,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,5,"-"
CHEMFAB,EQ,CHEMFAB ALKALIS LIMITED,5,"-"
CHETANA,ST,CHETANA EDUCATION LIMITED,5,"-"
CLOUD,ST,VARANIUM CLOUD LIMITED,5,"-"
CMRSL,SM,CYBER MEDIA RESEARCH & SERVICES LIMITED,5,"-"
COMPINFO,BZ,COMPUAGE INFOCOM LIMITED,5,"-"
CONTI,ST,CONTINENTAL SEEDS AND CHEMICALS LIMITED,5,"-"
CORDSCABLE,BE,CORDS CABLE INDUSTRIES LIMITED,5,"-"
CPS,SM,C P S SHAPERS LIMITED,5,"-"
CTE,BE,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,5,"-"
CUPID,BE,CUPID LIMITED,5,"-"
DCG,ST,DCG CABLES & WIRES LIMITED,5,"-"
DCI,BE,DC INFOTECH AND COMMUNICATION LIMITED,5,"-"
DCMNVL,BE,DCM NOUVELLE LIMITED,5,"-"
DCXINDIA,BE,DCX SYSTEMS LIMITED,5,"-"
DELPHIFX,BE,DELPHI WORLD MONEY LIMITED,5,"-"
DESTINY,SM,DESTINY LOGISTICS & INFRA LIMITED,5,"-"
DGCONTENT,BE,DIGICONTENT LIMITED,5,"-"
DHTL,SM,DOCMODE HEALTH TECHNOLOGIES LIMITED,5,"-"
DIGIDRIVE,BE,DIGIDRIVE DISTRIBUTORS LIMITED,5,"-"
DIGIKORE,ST,DIGIKORE STUDIOS LIMITED,5,"-"
DIGISPICE,BE,DIGISPICE TECHNOLOGIES LIMITED,5,"-"
DIGJAMLMTD,BE,DIGJAM LIMITED,5,"-"
DJML,BE,DJ MEDIAPRINT & LOGISTICS LIMITED,5,"-"
DNAMEDIA,BE,DILIGENT MEDIA CORPORATION LIMITED,5,"-"
DOLPHIN,BE,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,5,"-"
DREDGECORP,BE,DREDGING CORPORATION OF INDIA LIMITED,5,"-"
DRONE,ST,DRONE DESTINATION LIMITED,5,"-"
DRSCARGO,ST,DRS CARGO MOVERS LIMITED,5,"-"
DUCOL,ST,DUCOL ORGANICS AND COLOURS LIMITED,5,"-"
DYNAMIC,SM,DYNAMIC SERVICES & SECURITY LIMITED,5,"-"
DYNPRO,BE,DYNEMIC PRODUCTS LIMITED,5,"-"
E2E,BE,E2E NETWORKS LIMITED,5,"-"
EFFWA,SM,EFFWA INFRA & RESEARCH LIMITED,5,"-"
EIMCOELECO,BE,EIMCO ELECON (INDIA) LIMITED,5,"-"
EMKAY,BE,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,5,"-"
ENERGYDEV,EQ,ENERGY DEVELOPMENT COMPANY LIMITED,5,"-"
ENFUSE,ST,ENFUSE SOLUTIONS LIMITED,5,"-"
ENSER,SM,ENSER COMMUNICATIONS LIMITED,5,"-"
EQUIPPP,BE,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
ESCONET,ST,ESCONET TECHNOLOGIES LIMITED,5,"-"
ESPRIT,ST,ESPRIT STONES LIMITED,5,"-"
ESSARSHPNG,BE,ESSAR SHIPPING LIMITED,5,"-"
ESSENTIA,BE,INTEGRA ESSENTIA LIMITED,5,"-"
EUROTEXIND,EQ,EUROTEX INDUSTRIES AND EXPORTS LIMITED,5,"GSM STAGE - 0"
EXCEL,BE,EXCEL REALTY N INFRA LIMITED,5,"-"
EXICOM,BE,EXICOM TELE-SYSTEMS LIMITED,5,"-"
FELDVR,BE,FUTURE ENTERPRISES LIMITED,5,"-"
FIBERWEB,BE,FIBERWEB (INDIA) LIMITED,5,"-"
FLFL,BZ,FUTURE LIFESTYLE FASHIONS LIMITED,5,"GSM STAGE - 0"
FMNL,EQ,FUTURE MARKET NETWORKS LIMITED,5,"-"
GALLANTT,BE,GALLANTT ISPAT LIMITED,5,"-"
GANGAFORGE,BE,GANGA FORGING LIMITED,5,"-"
GATECH,EQ,GACM TECHNOLOGIES LIMITED,5,"-"
GENCON,BE,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,5,"-"
GENUSPOWER,EQ,GENUS POWER INFRASTRUCTURES LIMITED,5,"-"
GEPIL,BE,GE POWER INDIA LIMITED,5,"-"
GET&D,BE,GE T&D INDIA LIMITED,5,"-"
GICL,SM,GLOBE INTERNATIONAL CARRIERS LIMITED,5,"-"
GILLANDERS,EQ,GILLANDERS ARBUTHNOT & COMPANY LIMITED,5,"-"
GMRP&UI,EQ,GMR POWER AND URBAN INFRA LIMITED,5,"-"
GODHA,BE,GODHA CABCON & INSULATION LIMITED,5,"-"
GOLDENTOBC,BZ,GOLDEN TOBACCO LIMITED,5,"GSM STAGE - 0"
GOLDKART,ST,GOLDKART JEWELS LIMITED,5,"-"
GPTINFRA,EQ,GPT INFRAPROJECTS LIMITED,5,"-"
GRCL,SM,GAYATRI RUBBERS AND CHEMICALS LIMITED,5,"-"
GRETEX,ST,GRETEX INDUSTRIES LIMITED,5,"-"
GRPLTD,BE,GRP LIMITED,5,"-"
GSMFOILS,ST,GSM FOILS LIMITED,5,"-"
GSS,BE,GSS INFOTECH LIMITED,5,"-"
GSTL,SM,GLOBESECURE TECHNOLOGIES LIMITED,5,"-"
GTECJAINX,BE,G-TEC JAINX EDUCATION LIMITED,5,"GSM STAGE - 0"
GTLINFRA,EQ,GTL INFRASTRUCTURE LIMITED,5,"-"
GUJRAFFIA,EQ,GUJARAT RAFFIA INDUSTRIES LIMITED,5,"-"
GVPTECH,EQ,GVP INFOTECH LIMITED,5,"-"
HBSL,BE,HB STOCKHOLDINGS LIMITED,5,"-"
HDIL,BZ,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,5,"-"
HERITGFOOD,EQ,HERITAGE FOODS LIMITED,5,"-"
HEXATRADEX,EQ,HEXA TRADEX LIMITED,5,"-"
HIRECT,EQ,HIND RECTIFIERS LIMITED,5,"-"
HITECHGEAR,EQ,THE HI-TECH GEARS LIMITED,5,"-"
HMT,BZ,HMT LIMITED,5,"-"
HOMESFY,SM,HOMESFY REALTY LIMITED,5,"-"
HUBTOWN,BE,HUBTOWN LIMITED,5,"-"
HYBRIDFIN,EQ,HYBRID FINANCIAL SERVICES LIMITED,5,"-"
IEL,EQ,INDIABULLS ENTERPRISES LIMITED,5,"-"
IFBAGRO,BE,IFB AGRO INDUSTRIES LIMITED,5,"-"
IMPEXFERRO,BE,IMPEX FERRO TECH LIMITED,5,"-"
INDOTECH,BE,INDO TECH TRANSFORMERS LIMITED,5,"-"
INDOWIND,BE,INDOWIND ENERGY LIMITED,5,"-"
INDSWFTLTD,EQ,IND-SWIFT LIMITED,5,"-"
INFOLLION,ST,INFOLLION RESEARCH SERVICES LIMITED,5,"-"
INSPIRISYS,EQ,INSPIRISYS SOLUTIONS LIMITED,5,"-"
INTENTECH,BE,INTENSE TECHNOLOGIES LIMITED,5,"-"
IVC,BE,IL&FS INVESTMENT MANAGERS LIMITED,5,"-"
IVP,BE,IVP LIMITED,5,"-"
JAIBALAJI,BE,JAI BALAJI INDUSTRIES LIMITED,5,"-"
JAKHARIA,ST,JAKHARIA FABRIC LIMITED,5,"-"
JETAIRWAYS,BZ,JET AIRWAYS (INDIA) LIMITED,5,"-"
JETKNIT,ST,JET KNITWEARS LIMITED,5,"-"
JFLLIFE,ST,JFL LIFE SCIENCES LIMITED,5,"-"
JNKINDIA,BE,JNK INDIA LIMITED,5,"-"
JPASSOCIAT,BE,JAIPRAKASH ASSOCIATES LIMITED,5,"-"
JPPOWER,EQ,JAIPRAKASH POWER VENTURES LIMITED,5,"-"
JUBLINDS,EQ,JUBILANT INDUSTRIES LIMITED,5,"-"
JYOTISTRUC,EQ,JYOTI STRUCTURES LIMITED,5,"-"
K2INFRA,ST,K2 INFRAGEN LIMITED,5,"-"
KALYANI,BE,KALYANI COMMERCIALS LIMITED,5,"-"
KALYANIFRG,BE,KALYANI FORGE LIMITED,5,"-"
KARMAENG,BE,KARMA ENERGY LIMITED,5,"-"
KAYA,BE,KAYA LIMITED,5,"-"
KBCGLOBAL,BE,KBC GLOBAL LIMITED,5,"-"
KCEIL,ST,KAY CEE ENERGY & INFRA LIMITED,5,"-"
KCK,SM,KCK INDUSTRIES LIMITED,5,"-"
KDL,ST,KORE DIGITAL LIMITED,5,"-"
KERNEX,EQ,KERNEX MICROSYSTEMS (INDIA) LIMITED,5,"-"
KHAITANLTD,EQ,KHAITAN (INDIA) LIMITED,5,"-"
KICL,BE,KALYANI INVESTMENT COMPANY LIMITED,5,"-"
KKVAPOW,SM,KKV AGRO POWERS LIMITED,5,"-"
KMSUGAR,BE,K.M.SUGAR MILLS LIMITED,5,"-"
KNAGRI,ST,KN AGRI RESOURCES LIMITED,5,"-"
KODYTECH,SM,KODY TECHNOLAB LIMITED,5,"-"
KONTOR,SM,KONTOR SPACE LIMITED,5,"-"
KORE,ST,JAY JALARAM TECHNOLOGIES LIMITED,5,"-"
KPIGREEN,BE,KPI GREEN ENERGY LIMITED,5,"-"
KREBSBIO,BE,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,5,"-"
KRISHCA,ST,KRISHCA STRAPPING SOLUTIONS LIMITED,5,"-"
KRISHIVAL,SM,KRISHIVAL FOODS LIMITED,5,"-"
KRISHNADEF,ST,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,5,"-"
KRITIKA,EQ,KRITIKA WIRES LIMITED,5,"-"
KSHITIJPOL,BE,KSHITIJ POLYLINE LIMITED,5,"-"
LEMERITE,SM,LE MERITE EXPORTS LIMITED,5,"-"
LIBERTSHOE,EQ,LIBERTY SHOES LIMITED,5,"-"
LIQUIDBEES,EQ,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES,5,"-"
MACPOWER,BE,MACPOWER CNC MACHINES LIMITED,5,"-"
MAHEPC,BE,MAHINDRA EPC IRRIGATION LIMITED,5,"-"
MAITREYA,SM,MAITREYA MEDICARE LIMITED,5,"-"
MAKS,ST,MAKS ENERGY SOLUTIONS INDIA LIMITED,5,"-"
MANAKALUCO,BE,MANAKSIA ALUMINIUM COMPANY LIMITED,5,"-"
MANAKCOAT,BE,MANAKSIA COATED METALS & INDUSTRIES LIMITED,5,"-"
MANDEEP,ST,MANDEEP AUTO INDUSTRIES LIMITED,5,"-"
MANORG,EQ,MANGALAM ORGANICS LIMITED,5,"-"
MARINE,BE,MARINE ELECTRICALS (INDIA) LIMITED,5,"-"
MASTER,ST,MASTER COMPONENTS LIMITED,5,"-"
MAXIND,EQ,MAX INDIA LIMITED,5,"-"
MBLINFRA,BE,MBL INFRASTRUCTURE LIMITED,5,"-"
MCON,ST,MCON RASAYAN INDIA LIMITED,5,"-"
MEDICO,BE,MEDICO REMEDIES LIMITED,5,"-"
MEGAFLEX,SM,MEGA FLEX PLASTICS LIMITED,5,"-"
MEGATHERM,ST,MEGATHERM INDUCTION LIMITED,5,"-"
MGEL,BE,MANGALAM GLOBAL ENTERPRISE LIMITED,5,"-"
MICEL,BE,MIC ELECTRONICS LIMITED,5,"-"
MIEL,ST,MANGLAM INFRA & ENGINEERING LIMITED,5,"-"
MILTON,SM,MILTON INDUSTRIES LIMITED,5,"-"
MINDPOOL,ST,MINDPOOL TECHNOLOGIES LIMITED,5,"-"
MODTHREAD,BE,MODERN THREADS (INDIA) LIMITED,5,"-"
MOHITIND,BE,MOHIT INDUSTRIES LIMITED,5,"-"
MONOPHARMA,SM,MONO PHARMACARE LIMITED,5,"-"
MORARJEE,BE,MORARJEE TEXTILES LIMITED,5,"-"
MOTOGENFIN,EQ,THE MOTOR & GENERAL FINANCE LIMITED,5,"-"
MOXSH,ST,MOXSH OVERSEAS EDUCON LIMITED,5,"-"
MPTODAY,SM,MADHYA PRADESH TODAY MEDIA LIMITED,5,"-"
MRO-TEK,BE,MRO-TEK REALTY LIMITED,5,"-"
MSPL,EQ,MSP STEEL & POWER LIMITED,5,"-"
MTEDUCARE,BE,MT EDUCARE LIMITED,5,"-"
MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,5,"-"
NAGREEKCAP,BE,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,5,"-"
NATHBIOGEN,BE,NATH BIO-GENES (INDIA) LIMITED,5,"-"
NBIFIN,BE,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,5,"-"
NDGL,BE,NAGA DHUNSERI GROUP LIMITED,5,"-"
NECCLTD,BE,NORTH EASTERN CARRYING CORPORATION LIMITED,5,"-"
NEPHROCARE,SM,NEPHRO CARE INDIA LIMITED,5,"-"
NILASPACES,BE,NILA SPACES LIMITED,5,"-"
NIRMAN,ST,NIRMAN AGRI GENETICS LIMITED,5,"-"
NKIND,EQ,NK INDUSTRIES LIMITED,5,"-"
NOIDATOLL,BE,NOIDA TOLL BRIDGE COMPANY LIMITED,5,"-"
NPST,SM,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,5,"-"
NTL,BE,NEUEON TOWERS LIMITED,5,"GSM STAGE - 0"
OCCL,BE,ORIENTAL CARBON & CHEMICALS LIMITED,5,"-"
OLIL,ST,ONECLICK LOGISTICS INDIA LIMITED,5,"-"
OMAXAUTO,BE,OMAX AUTOS LIMITED,5,"-"
OMAXE,BE,OMAXE LIMITED,5,"-"
OMFURN,SM,OMFURN INDIA LIMITED,5,"-"
OMINFRAL,BE,OM INFRA LIMITED,5,"-"
ONELIFECAP,BE,ONELIFE CAPITAL ADVISORS LIMITED,5,"-"
ORIANA,SM,ORIANA POWER LIMITED,5,"-"
ORTEL,BZ,ORTEL COMMUNICATIONS LIMITED,5,"GSM STAGE - 0"
OWAIS,SM,OWAIS METAL AND MINERAL PROCESSING LIMITED,5,"-"
PANSARI,BE,PANSARI DEVELOPERS LIMITED,5,"-"
PARAS,BE,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,5,"-"
PARIN,SM,PARIN FURNITURE LIMITED,5,"-"
PARSVNATH,EQ,PARSVNATH DEVELOPERS LIMITED,5,"-"
PASHUPATI,SM,PASHUPATI COTSPIN LIMITED,5,"-"
PATTECH,SM,PATTECH FITWELL TUBE COMPONENTS LIMITED,5,"-"
PCJEWELLER,EQ,PC JEWELLER LIMITED,5,"-"
PEARLPOLY,BE,PEARL POLYMERS LIMITED,5,"-"
PERFECT,ST,PERFECT INFRAENGINEERS LIMITED,5,"-"
PFOCUS,BE,PRIME FOCUS LIMITED,5,"-"
PKTEA,BE,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,5,"-"
PODDARHOUS,BZ,PODDAR HOUSING AND DEVELOPMENT LIMITED,5,"-"
PRAENG,EQ,PRAJAY ENGINEERS SYNDICATE LIMITED,5,"-"
PRAMARA,SM,PRAMARA PROMOTIONS LIMITED,5,"-"
PRATHAM,SM,PRATHAM EPC PROJECTS LIMITED,5,"-"
PRECOT,BE,PRECOT LIMITED,5,"-"
PREMEXPLN,BE,PREMIER EXPLOSIVES LIMITED,5,"-"
PRITIKA,SM,PRITIKA ENGINEERING COMPONENTS LIMITED,5,"-"
PROLIFE,SM,PROLIFE INDUSTRIES LIMITED,5,"-"
PTCIL,BE,PTC INDUSTRIES LIMITED,5,"-"
PURVA,BE,PURAVANKARA LIMITED,5,"-"
QFIL,SM,QUALITY FOILS (INDIA) LIMITED,5,"-"
QUADPRO,SM,QUADPRO ITES LIMITED,5,"-"
RAJINDLTD,ST,RAJPUTANA INDUSTRIES LIMITED,5,"-"
RAJTV,BE,RAJ TELEVISION NETWORK LIMITED,5,"-"
RBMINFRA,SM,RBM INFRACON LIMITED,5,"-"
RBZJEWEL,BE,RBZ JEWELLERS LIMITED,5,"-"
RCOM,BE,RELIANCE COMMUNICATIONS LIMITED,5,"-"
REFRACTORY,ST,REFRACTORY SHAPES LIMITED,5,"-"
