Symbol,Series,Security Name,Band,Remarks
AAKASH,EQ,AAKASH EXPLORATION SERVICES LIMITED,5,"-"
AAREYDRUGS,BE,AAREY DRUGS & PHARMACEUTICALS LIMITED,5,"-"
AARVEEDEN,EQ,AARVEE DENIMS & EXPORTS LIMITED,5,"-"
ABAN,BE,ABAN OFFSHORE LIMITED,5,"-"
ABCOTS,SM,A B COTSPIN INDIA LIMITED,5,"-"
ABINFRA,SM,A B INFRABUILD LIMITED,5,"-"
ABMINTLLTD,EQ,ABM INTERNATIONAL LIMITED,5,"-"
ABSMARINE,ST,ABS MARINE SERVICES LIMITED,5,"-"
ACCORD,SM,ACCORD SYNERGY LIMITED,5,"-"
ACCURACY,EQ,ACCURACY SHIPPING LIMITED,5,"-"
ADROITINFO,EQ,ADROIT INFOTECH LIMITED,5,"-"
AGARWALFT,ST,AGARWAL FLOAT GLASS INDIA LIMITED,5,"-"
AGNI,SM,AGNI GREEN POWER LIMITED,5,"-"
AGSTRA,EQ,AGS TRANSACT TECHNOLOGIES LIMITED,5,"-"
AGUL,SM,A G UNIVERSAL LIMITED,5,"-"
AHIMSA,ST,AHIMSA INDUSTRIES LIMITED,5,"-"
AILIMITED,ST,ABHISHEK INTEGRATIONS LIMITED,5,"-"
AIRAN,EQ,AIRAN LIMITED,5,"-"
AISL,ST,ANI INTEGRATED SERVICES LIMITED,5,"-"
AKI,EQ,AKI INDIA LIMITED,5,"-"
AKSHAR,BE,AKSHAR SPINTEX LIMITED,5,"-"
AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED,5,"-"
AKSHOPTFBR,BE,AKSH OPTIFIBRE LIMITED,5,"-"
ALANKIT,EQ,ALANKIT LIMITED,5,"-"
ALMONDZ,BE,ALMONDZ GLOBAL SECURITIES LIMITED,5,"-"
ALOKINDS,EQ,ALOK INDUSTRIES LIMITED,5,"-"
ALPEXSOLAR,SM,ALPEX SOLAR LIMITED,5,"-"
AMBANIORG,SM,AMBANI ORGANICS LIMITED,5,"-"
ANKITMETAL,BE,ANKIT METAL & POWER LIMITED,5,"-"
ANSALAPI,BZ,ANSAL PROPERTIES & INFRASTRUCTURE LIMITED,5,"-"
ANTGRAPHIC,BE,ANTARCTICA LIMITED,5,"-"
APOLLO,EQ,APOLLO MICRO SYSTEMS LIMITED,5,"-"
APS,SM,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,5,"-"
ARCHIDPLY,BE,ARCHIDPLY INDUSTRIES LIMITED,5,"-"
ARCHIES,BE,ARCHIES LIMITED,5,"-"
ARENTERP,EQ,RAJDARSHAN INDUSTRIES LIMITED,5,"-"
ARHAM,ST,ARHAM TECHNOLOGIES LIMITED,5,"-"
ARSHIYA,BE,ARSHIYA LIMITED,5,"-"
ARSSINFRA,BE,ARSS INFRASTRUCTURE PROJECTS LIMITED,5,"-"
ARTNIRMAN,BE,ART NIRMAN LIMITED,5,"-"
ARVEE,BE,ARVEE LABORATORIES (INDIA) LIMITED,5,"-"
ASCOM,ST,ASCOM LEASING & INVESTMENTS LIMITED,5,"-"
ASHOKAMET,BE,ASHOKA METCAST LIMITED,5,"-"
ASIANENE,EQ,ASIAN ENERGY SERVICES LIMITED,5,"-"
ASIANHOTNR,BE,ASIAN HOTELS (NORTH) LIMITED,5,"-"
ASLIND,ST,ASL INDUSTRIES LIMITED,5,"-"
ASTRON,BE,ASTRON PAPER & BOARD MILL LIMITED,5,"-"
ATALREAL,BE,ATAL REALTECH LIMITED,5,"-"
ATAM,BE,ATAM VALVES LIMITED,5,"-"
ATLANTAA,BE,ATLANTAA LIMITED,5,"-"
ATMASTCO,SM,ATMASTCO LIMITED,5,"-"
AURIONPRO,BE,AURIONPRO SOLUTIONS LIMITED,5,"-"
AURUM,EQ,AURUM PROPTECH LIMITED,5,"-"
AURUMPP1,E1,AURUM PROPTECH LIMITED,5,"-"
AVSL,ST,AVSL INDUSTRIES LIMITED,5,"-"
AZAD,EQ,AZAD ENGINEERING LIMITED,5,"-"
BAFNAPH,BE,BAFNA PHARMACEUTICALS LIMITED,5,"-"
BAGFILMS,BE,B.A.G FILMS AND MEDIA LIMITED,5,"-"
BAJEL,EQ,BAJEL PROJECTS LIMITED,5,"-"
BALAJITELE,EQ,BALAJI TELEFILMS LIMITED,5,"-"
BANG,EQ,BANG OVERSEAS LIMITED,5,"-"
BANKA,BE,BANKA BIOLOO LIMITED,5,"-"
BBOX,EQ,BLACK BOX LIMITED,5,"-"
BCG,BZ,BRIGHTCOM GROUP LIMITED,5,"-"
BCONCEPTS,EQ,BRAND CONCEPTS LIMITED,5,"-"
BEDMUTHA,EQ,BEDMUTHA INDUSTRIES LIMITED,5,"-"
BGLOBAL,BZ,BHARATIYA GLOBAL INFOMEDIA LIMITED,5,"-"
BGRENERGY,BE,BGR ENERGY SYSTEMS LIMITED,5,"-"
BIL,BE,BHARTIYA INTERNATIONAL LIMITED,5,"-"
BINANIIND,EQ,BINANI INDUSTRIES LIMITED,5,"GSM STAGE - 0"
BIRLAMONEY,EQ,ADITYA BIRLA MONEY LIMITED,5,"-"
BLBLIMITED,BE,BLB LIMITED,5,"-"
BLUECOAST,BE,BLUE COAST HOTELS LIMITED,5,"GSM STAGE - IV"
BMETRICS,SM,BOMBAY METRICS SUPPLY CHAIN LIMITED,5,"-"
BOHRAIND,BE,BOHRA INDUSTRIES LIMITED,5,"-"
BRIGHT,SM,BRIGHT SOLAR LIMITED,5,"-"
BRNL,BE,BHARAT ROAD NETWORK LIMITED,5,"-"
BROOKS,BE,BROOKS LABORATORIES LIMITED,5,"-"
BVCL,EQ,BARAK VALLEY CEMENTS LIMITED,5,"-"
CADSYS,ST,CADSYS (INDIA) LIMITED,5,"-"
CALSOFT,BE,CALIFORNIA SOFTWARE COMPANY LIMITED,5,"-"
CAREERP,EQ,CAREER POINT LIMITED,5,"-"
CELLECOR,SM,CELLECOR GADGETS LIMITED,5,"-"
CENTEXT,BE,CENTURY EXTRUSIONS LIMITED,5,"-"
CEREBRAINT,BE,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,5,"-"
CGRAPHICS,SM,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,5,"-"
CINEVISTA,BE,CINEVISTA LIMITED,5,"-"
CLOUD,SM,VARANIUM CLOUD LIMITED,5,"-"
CMICABLES,BZ,CMI LIMITED,5,"GSM STAGE - 0"
CMNL,SM,CHAMAN METALLICS LIMITED,5,"-"
CMRSL,SM,CYBER MEDIA RESEARCH & SERVICES LIMITED,5,"-"
COMPINFO,BZ,COMPUAGE INFOCOM LIMITED,5,"-"
CONTI,SM,CONTINENTAL SEEDS AND CHEMICALS LIMITED,5,"-"
CORALFINAC,BE,CORAL INDIA FINANCE & HOUSING LIMITED,5,"-"
COUNCODOS,EQ,COUNTRY CONDO'S LIMITED,5,"-"
CPS,ST,C P S SHAPERS LIMITED,5,"-"
CRAYONS,SM,CRAYONS ADVERTISING LIMITED,5,"-"
CREATIVEYE,BE,CREATIVE EYE LIMITED,5,"-"
CUPID,BE,CUPID LIMITED,5,"-"
CYBERMEDIA,BE,CYBER MEDIA (INDIA) LIMITED,5,"-"
DBCORP,EQ,D.B.CORP LIMITED,5,"-"
DBSTOCKBRO,EQ,DB (INTERNATIONAL) STOCK BROKERS LIMITED,5,"-"
DCI,BE,DC INFOTECH AND COMMUNICATION LIMITED,5,"-"
DCMFINSERV,BE,DCM FINANCIAL SERVICES LIMITED,5,"GSM STAGE - 0"
DESTINY,ST,DESTINY LOGISTICS & INFRA LIMITED,5,"-"
DGCONTENT,BE,DIGICONTENT LIMITED,5,"GSM STAGE - III"
DHANBANK,BE,DHANLAXMI BANK LIMITED,5,"-"
DHTL,SM,DOCMODE HEALTH TECHNOLOGIES LIMITED,5,"-"
DIGIDRIVE,BE,DIGIDRIVE DISTRIBUTORS LIMITED,5,"-"
DIGJAMLMTD,BE,DIGJAM LIMITED,5,"-"
DJML,BE,DJ MEDIAPRINT & LOGISTICS LIMITED,5,"-"
DNAMEDIA,EQ,DILIGENT MEDIA CORPORATION LIMITED,5,"-"
DOLPHIN,BE,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,5,"-"
DPSCLTD,EQ,DPSC LIMITED,5,"-"
DREDGECORP,EQ,DREDGING CORPORATION OF INDIA LIMITED,5,"-"
DRL,SM,DHANUKA REALTY LIMITED,5,"-"
DRONE,SM,DRONE DESTINATION LIMITED,5,"-"
DRSCARGO,ST,DRS CARGO MOVERS LIMITED,5,"-"
DUCON,BE,DUCON INFRATECHNOLOGIES LIMITED,5,"-"
DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED,5,"-"
DVL,EQ,DHUNSERI VENTURES LIMITED,5,"-"
DYNAMIC,SM,DYNAMIC SERVICES & SECURITY LIMITED,5,"-"
E2E,BE,E2E NETWORKS LIMITED,5,"-"
EDUCOMP,BZ,EDUCOMP SOLUTIONS LIMITED,5,"GSM STAGE - 0"
EIMCOELECO,EQ,EIMCO ELECON (INDIA) LIMITED,5,"-"
EMMIL,ST,ENERGY MISSION MACHINERIES (INDIA) LIMITED,5,"-"
ENERGYDEV,EQ,ENERGY DEVELOPMENT COMPANY LIMITED,5,"-"
EQUIPPP,BE,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
ESCONET,SM,ESCONET TECHNOLOGIES LIMITED,5,"-"
EUROTEXIND,BE,EUROTEX INDUSTRIES AND EXPORTS LIMITED,5,"GSM STAGE - 0"
EXCEL,EQ,EXCEL REALTY N INFRA LIMITED,5,"-"
FCONSUMER,BE,FUTURE CONSUMER LIMITED,5,"GSM STAGE - I"
FCSSOFT,EQ,FCS SOFTWARE SOLUTIONS LIMITED,5,"-"
FELDVR,BE,FUTURE ENTERPRISES LIMITED,5,"GSM STAGE - 0"
FELIX,SM,FELIX INDUSTRIES LIMITED,5,"-"
FLEXITUFF,BE,FLEXITUFF VENTURES INTERNATIONAL LIMITED,5,"-"
FLFL,BZ,FUTURE LIFESTYLE FASHIONS LIMITED,5,"-"
FMNL,BE,FUTURE MARKET NETWORKS LIMITED,5,"-"
FRETAIL,BZ,FUTURE RETAIL LIMITED,5,"GSM STAGE - 0"
FSC,BZ,FUTURE SUPPLY CHAIN SOLUTIONS LIMITED,5,"GSM STAGE - 0"
GALLANTT,BE,GALLANTT ISPAT LIMITED,5,"-"
GANESHHOUC,EQ,GANESH HOUSING CORPORATION LIMITED,5,"-"
GANGAFORGE,BE,GANGA FORGING LIMITED,5,"-"
GANGOTRI,BZ,GANGOTRI TEXTILES LIMITED,5,"GSM STAGE - 0"
GATECH,BE,GACM TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
GATECHDVR,BE,GACM TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
GAYAHWS,BE,GAYATRI HIGHWAYS LIMITED,5,"GSM STAGE - II"
GAYAPROJ,BZ,GAYATRI PROJECTS LIMITED,5,"-"
GENSOL,EQ,GENSOL ENGINEERING LIMITED,5,"-"
GENUSPOWER,EQ,GENUS POWER INFRASTRUCTURES LIMITED,5,"-"
GET&D,BE,GE T&D INDIA LIMITED,5,"-"
GFSTEELS,BE,GRAND FOUNDRY LIMITED,5,"GSM STAGE - IV"
GICL,SM,GLOBE INTERNATIONAL CARRIERS LIMITED,5,"-"
GILLANDERS,BE,GILLANDERS ARBUTHNOT & COMPANY LIMITED,5,"-"
GIRIRAJ,ST,GIRIRAJ CIVIL DEVELOPERS LIMITED,5,"-"
GIRRESORTS,IT,GIR NATUREVIEW RESORTS LIMITED,5,"-"
GKWLIMITED,BE,GKW LIMITED,5,"-"
GLFL,BE,GUJARAT LEASE FINANCING LIMITED,5,"GSM STAGE - 0"
GLOBAL,BE,GLOBAL EDUCATION LIMITED,5,"-"
GLOBE,EQ,GLOBE TEXTILES (INDIA) LIMITED,5,"-"
GMRP&UI,EQ,GMR POWER AND URBAN INFRA LIMITED,5,"-"
GODHA,EQ,GODHA CABCON & INSULATION LIMITED,5,"-"
GOENKA,BZ,GOENKA DIAMOND AND JEWELS LIMITED,5,"-"
GOKUL,BE,GOKUL REFOILS AND SOLVENT LIMITED,5,"-"
GOLDENTOBC,BZ,GOLDEN TOBACCO LIMITED,5,"GSM STAGE - 0"
GOLDKART,ST,GOLDKART JEWELS LIMITED,5,"-"
GOYALALUM,BE,GOYAL ALUMINIUMS LIMITED,5,"-"
GPTINFRA,BE,GPT INFRAPROJECTS LIMITED,5,"-"
GRAPHISAD,SM,GRAPHISADS LIMITED,5,"-"
GRCL,SM,GAYATRI RUBBERS AND CHEMICALS LIMITED,5,"-"
GREENPOWER,EQ,ORIENT GREEN POWER COMPANY LIMITED,5,"-"
GRETEX,ST,GRETEX INDUSTRIES LIMITED,5,"-"
GSS,EQ,GSS INFOTECH LIMITED,5,"-"
GSTL,SM,GLOBESECURE TECHNOLOGIES LIMITED,5,"-"
GTECJAINX,BE,G-TEC JAINX EDUCATION LIMITED,5,"GSM STAGE - 0"
GTL,BE,GTL LIMITED,5,"-"
GTLINFRA,EQ,GTL INFRASTRUCTURE LIMITED,5,"-"
GUJAPOLLO,EQ,GUJARAT APOLLO INDUSTRIES LIMITED,5,"-"
GUJRAFFIA,EQ,GUJARAT RAFFIA INDUSTRIES LIMITED,5,"-"
GVKPIL,EQ,GVK POWER & INFRASTRUCTURE LIMITED,5,"-"
GVPTECH,EQ,GVP INFOTECH LIMITED,5,"-"
HAVISHA,EQ,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,5,"-"
HCL-INSYS,BE,HCL INFOSYSTEMS LIMITED,5,"GSM STAGE - 0"
HDIL,BZ,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,5,"-"
HEADSUP,BE,HEADS UP VENTURES LIMITED,5,"-"
HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,5,"-"
HILTON,EQ,HILTON METAL FORGING LIMITED,5,"-"
HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,5,"-"
HINDNATGLS,BE,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,5,"-"
HIRECT,EQ,HIND RECTIFIERS LIMITED,5,"-"
HITECHGEAR,BE,THE HI-TECH GEARS LIMITED,5,"-"
HLVLTD,BE,HLV LIMITED,5,"-"
HMT,BZ,HMT LIMITED,5,"-"
HOMESFY,ST,HOMESFY REALTY LIMITED,5,"-"
HOVS,BE,HOV SERVICES LIMITED,5,"-"
HPIL,EQ,HINDPRAKASH INDUSTRIES LIMITED,5,"-"
HSCL,EQ,HIMADRI SPECIALITY CHEMICAL LIMITED,5,"-"
HUBTOWN,BE,HUBTOWN LIMITED,5,"-"
HYBRIDFIN,EQ,HYBRID FINANCIAL SERVICES LIMITED,5,"-"
ICDSLTD,BE,ICDS LIMITED,5,"-"
IITL,EQ,INDUSTRIAL INVESTMENT TRUST LIMITED,5,"-"
IL&FSENGG,BZ,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,5,"-"
IL&FSTRANS,BZ,IL&FS TRANSPORTATION NETWORKS LIMITED,5,"GSM STAGE - 0"
IMPEXFERRO,BE,IMPEX FERRO TECH LIMITED,5,"-"
INCREDIBLE,EQ,INCREDIBLE INDUSTRIES LIMITED,5,"-"
INDOTECH,BE,INDO TECH TRANSFORMERS LIMITED,5,"-"
INDOTHAI,EQ,INDO THAI SECURITIES LIMITED,5,"-"
INDOWIND,EQ,INDOWIND ENERGY LIMITED,5,"-"
INFOMEDIA,BE,INFOMEDIA PRESS LIMITED,5,"GSM STAGE - II"
INNOVATIVE,SM,INNOVATIVE TYRES AND TUBES LIMITED,5,"-"
INOXGREEN,EQ,INOX GREEN ENERGY SERVICES LIMITED,5,"-"
INSPIRISYS,BE,INSPIRISYS SOLUTIONS LIMITED,5,"GSM STAGE - IV"
INVENTURE,BE,INVENTURE GROWTH & SECURITIES LIMITED,5,"-"
IRIS,BE,IRIS BUSINESS SERVICES LIMITED,5,"-"
ISHAN,SM,ISHAN INTERNATIONAL LIMITED,5,"-"
IVP,BE,IVP LIMITED,5,"-"
IWEL,BE,INOX WIND ENERGY LIMITED,5,"-"
JAIBALAJI,BE,JAI BALAJI INDUSTRIES LIMITED,5,"-"
JAKHARIA,ST,JAKHARIA FABRIC LIMITED,5,"-"
JALAN,SM,JALAN TRANSOLUTIONS (INDIA) LIMITED,5,"-"
JAYNECOIND,EQ,JAYASWAL NECO INDUSTRIES LIMITED,5,"-"
JETAIRWAYS,BZ,JET AIRWAYS (INDIA) LIMITED,5,"-"
JHS,BE,JHS SVENDGAARD LABORATORIES LIMITED,5,"-"
JITFINFRA,BE,JITF INFRALOGISTICS LIMITED,5,"-"
JMA,BE,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,5,"-"
JPPOWER,EQ,JAIPRAKASH POWER VENTURES LIMITED,5,"-"
JSLL,ST,JEENA SIKHO LIFECARE LIMITED,5,"-"
JUBLINDS,EQ,JUBILANT INDUSTRIES LIMITED,5,"-"
JYOTICNC,EQ,JYOTI CNC AUTOMATION LIMITED,5,"-"
JYOTISTRUC,BE,JYOTI STRUCTURES LIMITED,5,"-"
KALYANI,BE,KALYANI COMMERCIALS LIMITED,5,"-"
KAMATHOTEL,EQ,KAMAT HOTELS (I) LIMITED,5,"-"
KAMDHENU,EQ,KAMDHENU LIMITED,5,"-"
KANANIIND,BE,KANANI INDUSTRIES LIMITED,5,"-"
KAPSTON,EQ,KAPSTON SERVICES LIMITED,5,"-"
KARNIKA,SM,KARNIKA INDUSTRIES LIMITED,5,"-"
KAUSHALYA,EQ,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,5,"-"
KAVVERITEL,EQ,KAVVERI TELECOM PRODUCTS LIMITED,5,"-"
KBCGLOBAL,EQ,KBC GLOBAL LIMITED,5,"-"
KCEIL,SM,KAY CEE ENERGY & INFRA LIMITED,5,"-"
KCK,SM,KCK INDUSTRIES LIMITED,5,"-"
KDL,SM,KORE DIGITAL LIMITED,5,"-"
KEEPLEARN,BE,DSJ KEEP LEARNING LIMITED,5,"GSM STAGE - 0"
KERNEX,EQ,KERNEX MICROSYSTEMS (INDIA) LIMITED,5,"-"
KEYFINSERV,BE,KEYNOTE FINANCIAL SERVICES LIMITED,5,"-"
KHAITANLTD,EQ,KHAITAN (INDIA) LIMITED,5,"-"
KILITCH,EQ,KILITCH DRUGS (INDIA) LIMITED,5,"-"
KKVAPOW,SM,KKV AGRO POWERS LIMITED,5,"-"
KODYTECH,SM,KODY TECHNOLAB LIMITED,5,"-"
KONSTELEC,SM,KONSTELEC ENGINEERS LIMITED,5,"-"
KPIGREEN,EQ,KPI GREEN ENERGY LIMITED,5,"-"
KRISHIVAL,SM,KRISHIVAL FOODS LIMITED,5,"-"
KSHITIJPOL,BE,KSHITIJ POLYLINE LIMITED,5,"-"
LAKPRE,BZ,LAKSHMI PRECISION SCREWS LIMITED,5,"GSM STAGE - 0"
LAL,EQ,LORENZINI APPARELS LIMITED,5,"-"
LANCORHOL,EQ,LANCOR HOLDINGS LIMITED,5,"-"
LASA,EQ,LASA SUPERGENERICS LIMITED,5,"-"
LATENTVIEW,BE,LATENT VIEW ANALYTICS LIMITED,5,"-"
LATTEYS,BE,LATTEYS INDUSTRIES LIMITED,5,"-"
LCCINFOTEC,BE,LCC INFOTECH LIMITED,5,"-"
LFIC,BE,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,5,"-"
LGHL,BE,LAXMI GOLDORNA HOUSE LIMITED,5,"-"
LIBERTSHOE,EQ,LIBERTY SHOES LIMITED,5,"-"
LIQUIDBEES,EQ,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES,5,"-"
LLOYDS,SM,LLOYDS LUXURIES LIMITED,5,"-"
LOKESHMACH,BE,LOKESH MACHINES LIMITED,5,"-"
LORDSCHLO,BE,LORDS CHLORO ALKALI LIMITED,5,"-"
LOTUSEYE,BE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,5,"-"
LRRPL,SM,LEAD RECLAIM AND RUBBER PRODUCTS LIMITED,5,"-"
MACPOWER,BE,MACPOWER CNC MACHINES LIMITED,5,"-"
MADHAV,BE,MADHAV MARBLES AND GRANITES LIMITED,5,"-"
MADHUCON,BE,MADHUCON PROJECTS LIMITED,5,"-"
MAGNUM,EQ,MAGNUM VENTURES LIMITED,5,"-"
MAITREYA,SM,MAITREYA MEDICARE LIMITED,5,"-"
MAKS,SM,MAKS ENERGY SOLUTIONS INDIA LIMITED,5,"-"
MALUPAPER,BE,MALU PAPER MILLS LIMITED,5,"-"
MANAKALUCO,BE,MANAKSIA ALUMINIUM COMPANY LIMITED,5,"-"
MANAKCOAT,BE,MANAKSIA COATED METALS & INDUSTRIES LIMITED,5,"-"
MANAKSTEEL,BE,MANAKSIA STEELS LIMITED,5,"-"
MANAV,SM,MANAV INFRA PROJECTS LIMITED,5,"-"
MANDEEP,ST,MANDEEP AUTO INDUSTRIES LIMITED,5,"-"
MANINDS,EQ,MAN INDUSTRIES (INDIA) LIMITED,5,"-"
MANORAMA,BE,MANORAMA INDUSTRIES LIMITED,5,"-"
MANORG,BE,MANGALAM ORGANICS LIMITED,5,"-"
MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED,5,"-"
MARINE,EQ,MARINE ELECTRICALS (INDIA) LIMITED,5,"-"
MARSHALL,BE,MARSHALL MACHINES LIMITED,5,"-"
MASKINVEST,BE,MASK INVESTMENTS LIMITED,5,"GSM STAGE - II"
MAXIND,EQ,MAX INDIA LIMITED,5,"-"
MBECL,EQ,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,5,"GSM STAGE - 0"
MCL,EQ,MADHAV COPPER LIMITED,5,"-"
MCLEODRUSS,BE,MCLEOD RUSSEL INDIA LIMITED,5,"-"
MDL,SM,MARVEL DECOR LIMITED,5,"-"
MEDICO,BE,MEDICO REMEDIES LIMITED,5,"-"
MEGAFLEX,SM,MEGA FLEX PLASTICS LIMITED,5,"-"
MEGASOFT,EQ,MEGASOFT LIMITED,5,"-"
MELSTAR,BZ,MELSTAR INFORMATION TECHNOLOGIES LIMITED,5,"GSM STAGE - 0"
MEP,BE,MEP INFRASTRUCTURE DEVELOPERS LIMITED,5,"GSM STAGE - 0"
MICEL,EQ,MIC ELECTRONICS LIMITED,5,"-"
MILTON,SM,MILTON INDUSTRIES LIMITED,5,"-"
MINDPOOL,ST,MINDPOOL TECHNOLOGIES LIMITED,5,"-"
MIRCELECTR,EQ,MIRC ELECTRONICS LIMITED,5,"-"
MIRZAINT,EQ,MIRZA INTERNATIONAL LIMITED,5,"-"
MITTAL,BE,MITTAL LIFE STYLE LIMITED,5,"-"
MKPL,BE,M K PROTEINS LIMITED,5,"-"
MODIRUBBER,BE,MODI RUBBER LIMITED,5,"-"
MODISONLTD,BE,MODISON LIMITED,5,"-"
MOKSH,BE,MOKSH ORNAMENTS LIMITED,5,"-"
MONOPHARMA,SM,MONO PHARMACARE LIMITED,5,"-"
MORARJEE,BE,MORARJEE TEXTILES LIMITED,5,"-"
